LOCAL_DATE,STATION_NAME,LATITUDE,LONGITUDE,MIN_TEMPERATURE,MAX_TEMPERATURE,MEAN_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_RAIN,TOTAL_SNOW,SNOW_ON_GROUND
2022-12-15,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-11.0,-2.5,-6.8,0.0,0.0,0.0,12.0
2022-12-16,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-9.5,-1.5,-5.5,0.0,0.0,0.0,12.0
2022-12-17,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-10.0,-1.0,-5.5,3.0,0.0,3.0,12.0
2022-12-18,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-6.5,-5.0,-5.8,8.0,0.0,8.0,15.0
2022-12-19,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-16.0,-11.5,-13.8,1.0,0.0,1.0,21.0
2022-12-20,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-14.5,-12.0,-13.3,2.0,0.0,2.0,20.0
2022-12-21,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-16.0,-13.0,-14.5,0.0,0.0,0.0,20.0
2022-12-22,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-21.0,-14.5,-17.8,5.0,0.0,5.0,19.0
2022-12-23,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-15.5,-11.0,-13.3,15.0,0.0,15.0,24.0
2022-12-24,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-15.5,-11.0,-13.3,15.0,0.0,15.0,24.0
2022-12-25,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-15.5,-11.0,-13.3,15.0,0.0,15.0,24.0
2022-12-26,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-15.5,-11.0,-13.3,15.0,0.0,15.0,24.0
2022-12-27,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,0.5,3.5,2.0,8.4,8.4,0.0,45.0
2022-12-28,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,3.0,4.0,3.5,2.2,2.2,0.0,40.0
2022-12-29,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,2.5,4.0,3.3,1.0,0.0,1.0,0.0
2022-12-30,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-0.5,2.5,1.0,2.4,2.4,0.0,34.0
2022-12-31,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,1.0,2.5,1.8,0.8,0.8,0.0,32.0
2023-01-01,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,1.0,4.5,2.8,0.0,0.0,0.0,28.0
2023-01-02,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.0,1.5,0.3,0.0,0.0,0.0,28.0
2023-01-03,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-2.0,-1.5,-1.8,0.0,0.0,0.0,27.0
2023-01-04,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-4.0,0.0,-2.0,0.0,0.0,0.0,27.0
2023-01-05,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-5.5,-1.5,-3.5,0.0,0.0,0.0,27.0
2023-01-06,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-2.5,0.5,-1.0,0.0,0.0,0.0,26.0
2023-01-07,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.0,1.5,0.3,3.0,0.0,3.0,26.0
2023-01-08,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-0.5,4.0,1.8,4.0,4.0,0.0,30.0
2023-01-09,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,3.0,5.5,4.3,1.2,1.2,0.0,25.0
2023-01-10,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,0.5,3.0,1.8,0.0,0.0,0.0,25.0
2023-01-11,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,0.0,1.0,0.5,0.0,0.0,0.0,25.0
2023-01-12,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,0.0,1.5,0.8,7.8,7.8,0.0,0.0
2023-01-13,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,1.0,1.5,1.3,6.0,6.0,0.0,24.0
2023-01-14,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,1.0,2.0,1.5,1.0,1.0,0.0,24.0
2023-01-15,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,1.0,2.5,1.8,3.4,3.4,0.0,23.0
2023-01-16,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,1.5,3.0,2.3,0.6,0.6,0.0,22.0
2023-01-17,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,1.0,4.0,2.5,0.0,0.0,0.0,20.0
2023-01-18,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,3.0,4.0,3.5,1.0,1.0,0.0,17.0
2023-01-19,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,1.0,4.0,2.5,0.0,0.0,0.0,15.0
2023-01-20,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-3.0,2.0,-0.5,0.0,0.0,0.0,15.0
2023-01-21,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-2.0,-0.5,-1.3,3.0,0.0,3.0,15.0
2023-01-22,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.0,2.0,0.5,3.0,0.0,3.0,18.0
2023-01-23,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-3.5,0.0,-1.8,2.0,0.0,2.0,20.0
2023-01-24,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.0,-1.0,-1.0,0.0,0.0,0.0,21.0
2023-01-25,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-5.0,3.5,-0.8,0.0,0.0,0.0,21.0
2023-01-26,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-2.5,2.0,-0.3,4.4,3.4,1.0,20.0
2023-01-27,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-0.5,4.5,2.0,2.0,2.0,0.0,19.0
2023-01-28,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-5.0,-2.0,-3.5,0.0,0.0,0.0,19.0
2023-01-29,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-17.5,-6.0,-11.8,0.0,0.0,0.0,19.0
2023-01-30,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-19.0,-6.0,-12.5,15.0,0.0,15.0,19.0
2023-01-31,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-18.5,-5.5,-12.0,15.0,0.0,15.0,34.0
2023-02-01,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-9.5,-3.5,-6.5,5.0,0.0,5.0,42.0
2023-02-02,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-7.5,-1.0,-4.3,0.0,0.0,0.0,40.0
2023-02-03,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-7.0,2.5,-2.3,0.0,0.0,0.0,34.0
2023-02-04,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-5.0,3.5,-0.8,0.0,0.0,0.0,31.0
2023-02-05,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,0.0,3.5,1.8,1.8,1.8,0.0,27.0
2023-02-06,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.0,5.0,2.0,0.4,0.4,0.0,25.0
2023-02-07,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,0.0,5.5,2.8,5.8,5.8,0.0,22.0
2023-02-08,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,0.0,7.0,3.5,1.0,1.0,0.0,18.0
2023-02-09,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-2.5,3.0,0.3,0.0,0.0,0.0,17.0
2023-02-10,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-2.0,5.5,1.8,0.0,0.0,0.0,17.0
2023-02-11,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,2.0,5.0,3.5,0.0,0.0,0.0,17.0
2023-02-12,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-3.0,4.5,0.8,2.6,2.6,0.0,15.0
2023-02-13,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.5,6.0,2.3,0.0,0.0,0.0,12.0
2023-02-14,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-2.5,4.0,0.8,0.0,0.0,0.0,12.0
2023-02-15,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-8.0,4.5,-1.8,0.0,0.0,0.0,12.0
2023-02-16,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-8.0,1.0,-3.5,2.0,0.0,2.0,12.0
2023-02-17,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-5.0,6.5,0.8,4.0,0.0,4.0,14.0
2023-02-18,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.0,4.0,1.5,0.0,0.0,0.0,16.0
2023-02-19,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.0,2.5,0.8,4.8,3.8,1.0,13.0
2023-02-20,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-0.5,4.0,1.8,16.4,16.4,0.0,14.0
2023-02-21,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,0.0,1.0,0.5,2.0,0.0,2.0,13.0
2023-02-22,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-12.0,-5.5,-8.8,0.0,0.0,0.0,14.0
2023-02-23,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-13.5,-7.0,-10.3,0.0,0.0,0.0,14.0
2023-02-24,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-17.5,-6.5,-12.0,0.0,0.0,0.0,14.0
2023-02-25,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-16.5,-4.0,-10.3,22.0,0.0,22.0,14.0
2023-02-26,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-10.5,0.5,-5.0,3.0,0.0,3.0,34.0
2023-02-27,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-6.0,2.0,-2.0,0.0,0.0,0.0,33.0
2023-02-28,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-5.5,3.0,-1.3,2.0,0.0,2.0,32.0
2023-03-01,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-5.0,2.5,-1.3,2.0,0.0,2.0,30.0
2023-03-02,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-3.5,2.0,-0.8,0.0,0.0,0.0,28.0
2023-03-03,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-3.0,4.0,0.5,2.0,0.0,2.0,27.0
2023-03-04,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-5.0,4.0,-0.5,0.0,0.0,0.0,27.0
2023-03-05,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-9.0,4.5,-2.3,0.0,0.0,0.0,25.0
2023-03-06,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-9.0,5.5,-1.8,0.0,0.0,0.0,25.0
2023-03-07,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-6.0,5.0,-0.5,0.0,0.0,0.0,23.0
2023-03-08,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-11.5,6.5,-2.5,0.0,0.0,0.0,22.0
2023-03-09,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-11.5,3.5,-4.0,0.0,0.0,0.0,19.0
2023-03-10,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-10.5,2.5,-4.0,0.0,0.0,0.0,19.0
2023-03-11,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-6.0,4.5,-0.8,0.0,0.0,0.0,19.0
2023-03-12,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.5,6.5,2.5,4.6,4.6,0.0,18.0
2023-03-13,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-0.5,5.0,2.3,15.0,15.0,0.0,17.0
2023-03-14,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.5,7.0,2.8,0.0,0.0,0.0,10.0
2023-03-15,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-5.5,7.0,0.8,0.0,0.0,0.0,8.0
2023-03-16,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-7.0,8.0,0.5,0.0,0.0,0.0,8.0
2023-03-17,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-4.0,8.5,2.3,0.0,0.0,0.0,8.0
2023-03-18,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-6.0,10.0,2.0,0.0,0.0,0.0,8.0
2023-03-19,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-5.0,11.0,3.0,0.0,0.0,0.0,7.0
2023-03-20,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-4.5,13.5,4.5,0.0,0.0,0.0,6.0
2023-03-21,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-6.0,12.5,3.3,0.0,0.0,0.0,4.0
2023-03-22,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-6.5,12.5,3.0,0.0,0.0,0.0,0.0
2023-03-23,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-6.5,11.5,2.5,0.6,0.6,0.0,4.0
2023-03-24,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-6.0,7.5,0.8,0.0,0.0,0.0,3.0
2023-03-25,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-0.5,9.0,4.3,0.0,0.0,0.0,2.0
2023-03-26,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-4.0,11.5,3.8,0.0,0.0,0.0,1.0
2023-03-27,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-2.0,9.5,3.8,0.0,0.0,0.0,0.0
2023-03-28,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-3.0,12.0,4.5,0.0,0.0,0.0,0.0
2023-03-29,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-5.0,14.0,4.5,0.0,0.0,0.0,0.0
2023-03-30,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-4.5,14.0,4.8,0.0,0.0,0.0,0.0
2023-03-31,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-4.5,10.0,2.8,0.0,0.0,0.0,0.0
2023-04-01,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.5,5.5,2.0,1.6,1.6,0.0,0.0
2023-04-02,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,0.5,8.0,4.3,2.0,0.0,2.0,0.0
2023-04-03,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-2.0,9.0,3.5,0.0,0.0,0.0,2.0
2023-04-04,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-3.0,11.0,4.0,0.0,0.0,0.0,0.0
2023-04-05,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-5.0,10.0,2.5,0.0,0.0,0.0,0.0
2023-04-06,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-2.5,11.5,4.5,0.0,0.0,0.0,0.0
2023-04-07,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.5,13.5,6.0,0.4,0.4,0.0,0.0
2023-04-08,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,0.0,12.5,6.3,0.4,0.4,0.0,0.0
2023-04-09,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,2.5,10.0,6.3,5.2,5.2,0.0,0.0
2023-04-10,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,4.0,10.0,7.0,24.8,24.8,0.0,0.0
2023-04-11,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,4.0,9.5,6.8,6.8,6.8,0.0,0.0
2023-04-12,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,0.5,7.5,4.0,6.6,6.6,0.0,0.0
2023-04-13,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,1.0,12.0,6.5,0.0,0.0,0.0,0.0
2023-04-14,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,0.5,11.0,5.8,0.0,0.0,0.0,0.0
2023-04-15,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-3.0,11.5,4.3,0.0,0.0,0.0,0.0
2023-04-16,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.0,13.0,6.0,4.6,4.6,0.0,0.0
2023-04-17,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,2.0,12.0,7.0,0.6,0.6,0.0,0.0
2023-04-18,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-2.0,7.0,2.5,0.4,0.4,0.0,0.0
2023-04-19,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,0.5,11.5,6.0,0.0,0.0,0.0,0.0
2023-04-20,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-2.5,14.0,5.8,0.0,0.0,0.0,0.0
2023-04-21,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.5,13.5,6.0,0.0,0.0,0.0,0.0
2023-04-22,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.5,14.0,6.3,0.0,0.0,0.0,0.0
2023-04-23,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,1.0,13.0,7.0,5.0,5.0,0.0,0.0
2023-04-24,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,5.5,12.0,8.8,0.6,0.6,0.0,0.0
2023-04-25,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,3.5,16.0,9.8,0.0,0.0,0.0,0.0
2023-04-26,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,-1.0,9.5,4.3,3.6,3.6,0.0,0.0
2023-04-27,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,1.0,19.5,10.3,0.0,0.0,0.0,0.0
2023-04-28,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,0.5,22.5,11.5,0.0,0.0,0.0,0.0
2023-04-29,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,1.5,25.0,13.3,0.0,0.0,0.0,0.0
2023-04-30,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,2.5,28.5,15.5,0.0,0.0,0.0,0.0
2023-05-01,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,5.5,27.0,16.3,0.0,0.0,0.0,0.0
2023-05-02,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,6.0,31.5,18.8,0.0,0.0,0.0,0.0
2023-05-03,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,6.0,26.5,16.3,0.0,0.0,0.0,0.0
2023-05-04,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,6.5,29.5,18.0,0.6,0.6,0.0,0.0
2023-05-05,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,7.5,19.5,13.5,1.6,1.6,0.0,0.0
2023-05-06,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,7.5,19.5,13.5,1.6,1.6,0.0,0.0
2023-05-07,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,7.5,19.5,13.5,1.6,1.6,0.0,0.0
2023-05-08,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,9.0,17.0,13.0,1.0,1.0,0.0,0.0
2023-05-09,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,7.0,20.5,13.8,0.0,0.0,0.0,0.0
2023-05-10,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,4.5,21.5,13.0,0.0,0.0,0.0,0.0
2023-05-11,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,3.5,22.5,13.0,0.0,0.0,0.0,0.0
2023-05-12,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,3.5,27.5,15.5,0.0,0.0,0.0,0.0
2023-05-13,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,4.5,30.0,17.3,0.0,0.0,0.0,0.0
2023-05-14,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,4.5,29.5,17.0,0.0,0.0,0.0,0.0
2023-05-15,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,6.5,29.5,18.0,0.0,0.0,0.0,0.0
2023-05-16,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,8.0,23.5,15.8,0.0,0.0,0.0,0.0
2023-05-17,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,10.5,26.0,18.3,0.0,0.0,0.0,0.0
2023-05-18,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,9.0,27.0,18.0,0.8,0.8,0.0,0.0
2023-05-19,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,10.5,30.5,20.5,0.0,0.0,0.0,0.0
2023-05-20,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,8.5,26.5,17.5,0.6,0.6,0.0,0.0
2023-05-21,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,9.5,25.5,17.5,5.8,5.8,0.0,0.0
2023-05-22,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,12.0,19.5,15.8,4.2,4.2,0.0,0.0
2023-05-23,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,10.5,19.0,14.8,0.4,0.4,0.0,0.0
2023-05-24,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,5.0,24.5,14.8,12.4,12.4,0.0,0.0
2023-05-25,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,10.0,19.0,14.5,1.6,1.6,0.0,0.0
2023-05-26,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,6.5,24.0,15.3,0.0,0.0,0.0,0.0
2023-05-27,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,7.5,28.0,17.8,0.0,0.0,0.0,0.0
2023-05-28,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,10.0,22.5,16.3,1.0,1.0,0.0,0.0
2023-05-29,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,11.5,24.5,18.0,3.8,3.8,0.0,0.0
2023-05-30,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,11.0,26.5,18.8,0.0,0.0,0.0,0.0
2023-05-31,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,7.0,26.5,16.8,0.0,0.0,0.0,0.0
2023-06-01,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,6.5,27.0,16.8,0.0,0.0,0.0,0.0
2023-06-02,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,6.0,28.5,17.3,0.0,0.0,0.0,0.0
2023-06-03,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,10.0,29.0,19.5,0.0,0.0,0.0,0.0
2023-06-04,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,10.5,30.5,20.5,0.0,0.0,0.0,0.0
2023-06-05,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,8.0,31.0,19.5,0.0,0.0,0.0,0.0
2023-06-06,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,8.5,30.0,19.3,0.0,0.0,0.0,0.0
2023-06-07,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,7.0,33.5,20.3,0.0,0.0,0.0,0.0
2023-06-08,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,8.5,34.0,21.3,0.0,0.0,0.0,0.0
2023-06-09,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,14.0,21.5,17.8,1.2,1.2,0.0,0.0
2023-06-10,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,16.0,27.5,21.8,0.0,0.0,0.0,0.0
2023-06-11,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,16.5,29.5,23.0,0.0,0.0,0.0,0.0
2023-06-12,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,15.0,31.5,23.3,0.0,0.0,0.0,0.0
2023-06-13,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,12.0,22.5,17.3,44.6,44.6,0.0,0.0
2023-06-14,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,12.0,14.5,13.3,17.2,17.2,0.0,0.0
2023-06-15,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,10.0,20.0,15.0,0.0,0.0,0.0,0.0
2023-06-16,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,6.5,20.0,13.3,0.6,0.6,0.0,0.0
2023-06-17,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,6.5,24.0,15.3,6.4,6.4,0.0,0.0
2023-06-18,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,8.5,16.5,12.5,3.2,3.2,0.0,0.0
2023-06-19,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,8.5,17.0,12.8,4.8,4.8,0.0,0.0
2023-06-20,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,8.5,13.5,11.0,10.8,10.8,0.0,0.0
2023-06-21,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,9.0,18.0,13.5,0.8,0.8,0.0,0.0
2023-06-22,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,8.5,23.5,16.0,0.0,0.0,0.0,0.0
2023-06-23,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,5.5,28.5,17.0,0.0,0.0,0.0,0.0
2023-06-24,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,7.0,24.5,15.8,2.6,2.6,0.0,0.0
2023-06-25,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,8.5,25.5,17.0,0.0,0.0,0.0,0.0
2023-06-26,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,4.0,30.0,17.0,0.0,0.0,0.0,0.0
2023-06-27,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,12.0,29.5,20.8,0.0,0.0,0.0,0.0
2023-06-28,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,12.5,28.0,20.3,0.0,0.0,0.0,0.0
2023-06-29,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,11.5,27.5,19.5,4.4,4.4,0.0,0.0
2023-06-30,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,14.5,19.5,17.0,0.0,0.0,0.0,0.0
2023-07-01,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,12.5,31.5,22.0,0.0,0.0,0.0,0.0
2023-07-02,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,10.0,26.5,18.3,0.0,0.0,0.0,0.0
2023-07-03,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,6.0,28.5,17.3,0.0,0.0,0.0,0.0
2023-07-04,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,8.0,25.0,16.5,1.2,1.2,0.0,0.0
2023-07-05,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,9.5,27.5,18.5,0.0,0.0,0.0,0.0
2023-07-06,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,8.5,29.5,19.0,0.0,0.0,0.0,0.0
2023-07-07,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,10.0,31.0,20.5,0.0,0.0,0.0,0.0
2023-07-08,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,10.5,33.0,21.8,0.0,0.0,0.0,0.0
2023-07-09,DUNCAN LAKE DAM,50.23866666666667,-116.97152777777778,11.0,33.5,22.3,0.0,0.0,0.0,0.0
