x,y,STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA
-125.77250555555555,49.08222222222222,277,TOFINO A,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490456000,-1254621020,PST,24.50,1038205,YAZ,,Aviation-Staffed,A,1,1,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1942-01-01 00:00:00,2023-06-24 00:00:00,1960-01-01 00:00:00,2014-05-01 10:00:00,1942-07-01 00:00:00,2023-06-24 00:00:00,1942-01-01 00:00:00,2007-02-01 00:00:00,Y,Y,Y
-125.96666666666667,49.266666666666666,278,TOFINO CATFACE MOUNTAIN,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,491600000,-1255800000,PST,740.70,1038206,,,N/A,G,1,9,,,,,1970-01-01 00:00:00,1971-12-01 00:00:00,,,1970-11-01 00:00:00,1971-08-31 00:00:00,1970-01-01 00:00:00,1971-12-01 00:00:00,Y,N,N
-125.90666666666667,49.15361111111111,279,TOFINO VILLAGE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490913000,-1255424000,PST,4.60,1038207,,,Climate-Staffed,F,1,7,,,,,1962-01-01 00:00:00,1999-07-31 00:00:00,,,1962-04-01 00:00:00,1999-07-31 00:00:00,1962-01-01 00:00:00,1999-07-01 00:00:00,Y,N,N
-129.08333333333334,50.86666666666667,280,TRIANGLE ISLAND,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,505200000,-1290500000,PST,207.30,1038240,,,N/A,,1,9,,,,,1910-01-01 00:00:00,1921-12-01 00:00:00,,,1910-05-01 00:00:00,1921-06-30 00:00:00,1910-01-01 00:00:00,1921-12-01 00:00:00,Y,N,N
-125.53333333333333,48.96666666666667,281,UCLUELET,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,485800000,-1253200000,PST,5.50,1038330,,,N/A,,1,9,,,,,1914-01-01 00:00:00,1948-12-01 00:00:00,,,1914-06-01 00:00:00,1948-07-31 00:00:00,1914-01-01 00:00:00,1948-12-01 00:00:00,Y,N,N
-125.43333333333334,49.05,282,UCLUELET BRYNNOR MINES,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490300000,-1252600000,PST,91.40,1038331,,,N/A,,1,9,,,,,1964-01-01 00:00:00,1968-12-01 00:00:00,,,1964-05-01 00:00:00,1968-06-30 00:00:00,1964-01-01 00:00:00,1968-12-01 00:00:00,Y,N,N
-125.52723611111111,48.945283333333336,283,UCLUELET KENNEDY CAMP,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,485643020,-1253138050,PST,40.00,1038332,,,Climate-Staffed,E,1,6,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1964-01-01 00:00:00,2024-11-18 00:00:00,,,1964-06-01 00:00:00,2024-11-18 00:00:00,1964-01-01 00:00:00,2007-02-01 00:00:00,Y,N,N
-128.03333333333333,50.516666666666666,284,WINTER HARBOUR,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,503100000,-1280200000,PST,4.60,1038964,,,N/A,E,1,6,,,,,1974-01-01 00:00:00,1985-12-01 00:00:00,,,1974-09-01 00:00:00,1985-09-30 00:00:00,1974-01-01 00:00:00,1985-12-01 00:00:00,Y,N,N
-126.85,49.983333333333334,285,ZEBALLOS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495900000,-1265100000,PST,7.00,1039030,,,N/A,G,1,8,,,,,1955-01-01 00:00:00,1993-12-01 00:00:00,,,1955-09-01 00:00:00,1993-03-31 00:00:00,1955-01-01 00:00:00,1993-12-01 00:00:00,Y,N,N
-126.81666666666666,50.03333333333333,286,ZEBALLOS IRON MINES,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,500200000,-1264900000,PST,91.40,1039040,,,N/A,,1,9,,,,,1963-01-01 00:00:00,1968-12-31 00:00:00,,,1963-01-01 00:00:00,1968-12-31 00:00:00,1963-01-01 00:00:00,1968-12-01 00:00:00,Y,N,N
-123.41666666666667,49.95,287,SQUAMISH ASHLU CREEK,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495700000,-1232500000,PST,495.00,104G660,,,N/A,,1,9,,,,,1984-08-01 00:00:00,1984-08-31 00:00:00,,,1984-08-01 00:00:00,1984-08-31 00:00:00,,,Y,N,N
-124.18333333333334,49.733333333333334,288,HARDY ISLAND,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494400000,-1241100000,PST,26.00,104LC3N,,,N/A,G,1,8,,,,,1987-01-01 00:00:00,1993-12-01 00:00:00,,,1987-01-01 00:00:00,1993-06-30 00:00:00,1987-01-01 00:00:00,1993-12-01 00:00:00,Y,N,N
-123.15,49.833333333333336,289,SQUAMISH PARADISE VALLEY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495000000,-1230900000,PST,61.00,104PF64,,,N/A,G,1,8,,,,,1987-01-01 00:00:00,1989-12-01 00:00:00,,,1987-08-01 00:00:00,1989-06-30 00:00:00,1987-01-01 00:00:00,1989-12-01 00:00:00,Y,N,N
-123.32805555555555,49.39194444444445,290,BOWEN ISLAND MILLERS LDG,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492331000,-1231941000,PST,91.10,1040R09,,,Climate-Staffed,F,1,7,,,,,1972-01-01 00:00:00,2001-12-31 00:00:00,,,1972-04-01 00:00:00,2001-12-31 00:00:00,1972-01-01 00:00:00,2001-12-01 00:00:00,Y,N,N
-122.95,50.15,291,ALTA LAKE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,500900000,-1225700000,PST,667.50,1040390,,,N/A,F,1,7,,,,,1950-01-01 00:00:00,1976-12-01 00:00:00,1953-01-01 08:00:00,1976-04-22 10:00:00,1950-10-01 00:00:00,1976-03-31 00:00:00,1950-01-01 00:00:00,1976-12-01 00:00:00,Y,N,N
-123.1,50.11666666666667,292,ALTA LAKE NORTHAIR MINE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,500700000,-1230600000,PST,1005.80,1040400,,,N/A,F,1,7,,,,,1975-01-01 00:00:00,1987-12-01 00:00:00,,,1975-12-01 00:00:00,1987-07-31 00:00:00,1975-01-01 00:00:00,1987-12-01 00:00:00,Y,N,N
-122.98333333333333,50.15,293,ALTA LAKE 2,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,500900000,-1225900000,PST,640.10,1040420,,,N/A,,1,9,,,,,1931-01-01 00:00:00,1969-12-01 00:00:00,,,1931-11-01 00:00:00,1969-09-30 00:00:00,1931-01-01 00:00:00,1969-12-01 00:00:00,Y,N,N
-123.3,49.516666666666666,294,ANVIL ISLAND,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493100000,-1231800000,PST,30.50,1040445,,,N/A,,1,9,,,,,1956-01-01 00:00:00,1963-12-01 00:00:00,,,1956-10-01 00:00:00,1963-06-30 00:00:00,1956-01-01 00:00:00,1963-12-01 00:00:00,Y,N,N
-123.42028777777777,49.364844444444444,295,BOWEN ISLAND BOWEN BAY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492153440,-1232513036,PST,36.60,104090R,,,Climate-Staffed,E,1,6,,,,,1966-01-01 00:00:00,2014-03-30 00:00:00,,,1966-03-01 00:00:00,2014-03-30 00:00:00,1966-01-01 00:00:00,2007-02-01 00:00:00,Y,N,N
-123.41666666666667,49.35,296,BOWEN ISLAND,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492100000,-1232500000,PST,22.90,1040908,,,N/A,,1,9,,,,,1959-01-01 00:00:00,1965-12-31 00:00:00,,,1959-07-01 00:00:00,1965-12-31 00:00:00,1959-01-01 00:00:00,1965-12-01 00:00:00,Y,N,N
-123.38333333333334,49.333333333333336,297,BOWEN ISL ARBUTUS BAY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492000000,-1232300000,PST,21.00,1040909,,,Climate-Staffed,E,1,6,,,,,1961-01-01 00:00:00,1998-09-30 00:00:00,,,1961-01-01 00:00:00,1998-09-30 00:00:00,1961-01-01 00:00:00,1998-09-01 00:00:00,Y,N,N
-123.315,49.411944444444444,298,BOWEN ISLAND CATES BAY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492443000,-1231854000,PST,27.00,1040911,,,Climate-Staffed,E,1,6,,,,,1987-01-01 00:00:00,2000-05-31 00:00:00,,,1987-04-01 00:00:00,2000-05-31 00:00:00,1987-01-01 00:00:00,2000-05-01 00:00:00,Y,N,N
-123.22361111111111,49.583888888888886,299,BRITANNIA BEACH FURRY CR,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493502000,-1231325000,PST,9.00,1041050,,,Climate-Staffed,G,1,8,,,,,1913-01-01 00:00:00,2000-04-30 00:00:00,,,1913-12-01 00:00:00,2000-04-30 00:00:00,1913-01-01 00:00:00,2000-04-01 00:00:00,Y,N,N
-123.96666666666667,49.483333333333334,300,BUCCANEER BAY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492900000,-1235800000,PST,1.50,1041100,,,N/A,,1,9,,,,,1927-01-01 00:00:00,1948-12-01 00:00:00,,,1927-08-01 00:00:00,1948-11-30 00:00:00,1927-01-01 00:00:00,1948-12-01 00:00:00,Y,N,N
-123.15,49.4,301,CAPILANO INTAKE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492400000,-1230900000,PST,146.30,1041380,,,N/A,,1,9,,,,,1924-01-01 00:00:00,1955-12-01 00:00:00,,,1924-01-01 00:00:00,1955-10-31 00:00:00,1924-01-01 00:00:00,1955-12-01 00:00:00,Y,N,N
-123.15,49.8,302,CHEEKYE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494800000,-1230900000,PST,48.80,1041490,,,N/A,,1,9,,,,,1960-01-01 00:00:00,1962-12-01 00:00:00,,,1960-04-01 00:00:00,1962-10-31 00:00:00,1960-01-01 00:00:00,1962-12-01 00:00:00,Y,N,N
-123.53333333333333,49.71666666666667,303,CLOWHOM FALLS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494300000,-1233200000,PST,22.90,1041710,,,N/A,D,1,5,,,,,1932-01-01 00:00:00,1990-12-01 00:00:00,,,1932-02-01 00:00:00,1990-11-30 00:00:00,1932-01-01 00:00:00,1990-12-01 00:00:00,Y,N,N
-123.13333333333334,49.983333333333334,304,DAISY LAKE DAM,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495900000,-1230800000,PST,381.00,1042255,,,N/A,E,1,6,,,,,1968-01-01 00:00:00,1983-12-01 00:00:00,,,1968-07-01 00:00:00,1983-03-31 00:00:00,1968-01-01 00:00:00,1983-12-01 00:00:00,Y,N,N
-123.73333333333333,50.1,305,DESERTED BAY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,500600000,-1234400000,PST,6.10,1042470,,,N/A,G,1,8,,,,,1981-01-01 00:00:00,1982-12-01 00:00:00,,,1981-02-01 00:00:00,1982-05-31 00:00:00,1981-01-01 00:00:00,1982-12-01 00:00:00,Y,N,N
-123.4325,49.44305555555555,306,GAMBIER HARBOUR,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492635000,-1232557000,PST,53.30,1043048,,,Climate-Staffed,A,1,2,,,,,1962-01-01 00:00:00,2003-11-30 00:00:00,,,1962-08-01 00:00:00,2003-11-30 00:00:00,1962-01-01 00:00:00,2003-11-01 00:00:00,Y,Y,N
-123.13333333333334,49.983333333333334,307,GARIBALDI,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495900000,-1230800000,PST,381.00,1043060,,,N/A,F,1,7,,,,,1921-01-01 00:00:00,1980-12-01 00:00:00,,,1921-07-01 00:00:00,1980-09-30 00:00:00,1921-01-01 00:00:00,1980-12-01 00:00:00,Y,N,N
-123.5135138888889,49.39693055555556,308,GIBSONS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492348950,-1233048650,PST,62.00,1043150,,,Climate-Staffed,E,1,6,,,,,1949-01-01 00:00:00,2006-07-31 00:00:00,,,1949-02-01 00:00:00,2006-07-31 00:00:00,1949-01-01 00:00:00,2006-07-01 00:00:00,Y,N,N
-123.54138888888889,49.385580555555556,309,GIBSONS GOWER POINT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492308090,-1233229000,PST,34.00,1043152,,,Climate-Staffed,A,1,1,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1961-01-01 00:00:00,2024-11-18 00:00:00,,,1961-10-01 00:00:00,2024-11-18 00:00:00,1961-01-01 00:00:00,2007-02-01 00:00:00,Y,Y,N
-123.9,49.516666666666666,310,HALFMOON BAY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493100000,-1235400000,PST,61.00,10433B0,,,N/A,G,1,9,,,,,1973-01-01 00:00:00,1973-12-01 00:00:00,,,1973-04-01 00:00:00,1973-10-31 00:00:00,1973-01-01 00:00:00,1973-12-01 00:00:00,Y,N,N
-123.91666666666667,49.516666666666666,311,HALFMOON BAY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493100000,-1235500000,PST,10.70,1043320,,,N/A,,1,9,,,,,1961-01-01 00:00:00,1964-12-01 00:00:00,,,1961-04-01 00:00:00,1964-02-29 00:00:00,1961-01-01 00:00:00,1964-12-01 00:00:00,Y,N,N
-124.0,49.583333333333336,312,HALFMOON BAY MIDDLE PT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493500000,-1240000000,PST,91.40,1043321,,,N/A,,1,9,,,,,1961-01-01 00:00:00,1963-12-01 00:00:00,,,1961-05-01 00:00:00,1963-09-30 00:00:00,1961-01-01 00:00:00,1963-12-01 00:00:00,Y,N,N
-123.16666666666667,49.31666666666667,313,HOLLYBURN,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,491900000,-1231000000,PST,45.70,1043504,,,N/A,,1,9,,,,,1926-01-01 00:00:00,1952-12-01 00:00:00,,,1926-01-01 00:00:00,1952-03-31 00:00:00,1926-01-01 00:00:00,1952-12-01 00:00:00,Y,N,N
-123.48333333333333,49.46666666666667,314,HOPKINS LANDING,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492800000,-1232900000,PST,7.60,1043582,,,N/A,D,1,5,,,,,1969-01-01 00:00:00,1992-12-01 00:00:00,,,1969-10-01 00:00:00,1992-06-30 00:00:00,1969-01-01 00:00:00,1992-12-01 00:00:00,Y,N,N
-123.86666666666666,49.916666666666664,315,JERVIS INLET VANC BAY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495500000,-1235200000,PST,2.10,1043722,,,N/A,F,1,7,,,,,1984-01-01 00:00:00,1993-12-01 00:00:00,,,1984-04-01 00:00:00,1993-04-30 00:00:00,1984-01-01 00:00:00,1993-12-01 00:00:00,Y,N,N
-124.15,49.86666666666667,316,LOIS LAKE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495200000,-1240900000,PST,167.60,1044680,,,N/A,,1,9,,,,,1954-01-01 00:00:00,1956-12-01 00:00:00,,,1954-01-01 00:00:00,1956-03-31 00:00:00,1954-01-01 00:00:00,1956-12-01 00:00:00,Y,N,N
-124.31805555555556,49.79527777777778,317,LOIS RIVER DAM,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494743000,-1241905000,PST,157.00,1044710,,,Climate-Staffed,A,1,2,,,,,1931-01-01 00:00:00,2007-07-31 00:00:00,,,1931-04-01 00:00:00,2007-07-31 00:00:00,1931-01-01 00:00:00,2007-02-01 00:00:00,Y,Y,N
-124.76666666666667,49.983333333333334,318,LUND,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495900000,-1244600000,PST,13.70,1044732,,,N/A,G,1,8,,,,,1960-01-01 00:00:00,1975-12-01 00:00:00,,,1960-02-01 00:00:00,1975-04-30 00:00:00,1960-01-01 00:00:00,1975-12-01 00:00:00,Y,N,N
-123.85361361111111,50.165016666666666,319,MALIBU JERVIS INLET,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,500954060,-1235113009,PST,18.00,1044840,,,Climate-Staffed,C,1,4,,,,,1974-01-01 00:00:00,2012-04-18 00:00:00,,,1974-08-01 00:00:00,2012-04-18 00:00:00,1974-01-01 00:00:00,2007-02-01 00:00:00,Y,Y,N
-123.91251111111112,49.467508333333335,320,MERRY ISLAND LIGHTSTATION,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492803030,-1235445040,PST,7.20,1045100,WMR,,Climate-Staffed,A,1,1,CCG,GCC,Canadian Coast Guard,Garde côtière canadienne,1954-01-01 07:00:00,2024-11-17 00:00:00,1954-01-01 07:00:00,2001-12-13 16:00:00,1957-11-01 00:00:00,2024-11-17 00:00:00,1957-01-01 00:00:00,2007-02-01 00:00:00,Y,Y,N
-124.08333333333333,49.7,321,NELSON ISLAND,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494200000,-1240500000,PST,15.20,1045440,,,N/A,,1,9,,,,,1964-12-01 00:00:00,1970-12-01 00:00:00,,,1964-12-01 00:00:00,1970-11-30 00:00:00,1965-01-01 00:00:00,1970-12-01 00:00:00,Y,N,N
-123.15,49.81666666666667,322,PARADISE VALLEY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494900000,-1230900000,PST,30.50,1045960,,,N/A,G,1,9,,,,,1973-12-01 00:00:00,1975-12-01 00:00:00,,,1973-12-01 00:00:00,1975-07-31 00:00:00,1974-01-01 00:00:00,1975-12-01 00:00:00,Y,N,N
-124.03222222222222,49.63444444444445,323,PENDER HARBOUR,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493804000,-1240156000,PST,64.00,1046115,,,Climate-Staffed,,1,9,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1961-01-01 00:00:00,2024-11-02 00:00:00,,,1961-05-01 00:00:00,2024-11-02 00:00:00,1961-01-01 00:00:00,2007-02-01 00:00:00,Y,N,N
-123.48333333333333,49.516666666666666,324,PORT MELLON,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493100000,-1232900000,PST,7.60,1046330,,,N/A,F,1,7,,,,,1942-01-01 00:00:00,1989-12-01 00:00:00,,,1942-11-01 00:00:00,1989-02-28 00:00:00,1942-01-01 00:00:00,1989-12-01 00:00:00,Y,N,N
-124.46666666666667,50.1,325,POWELL LAKE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,500600000,-1242800000,PST,76.20,1046360,,,N/A,,1,9,,,,,1954-01-01 00:00:00,1954-12-01 00:00:00,,,1954-02-01 00:00:00,1954-09-30 00:00:00,1954-01-01 00:00:00,1954-12-01 00:00:00,Y,N,N
-124.55416666666666,49.87611111111111,326,POWELL RIVER,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495234000,-1243315000,PST,51.80,1046390,,,Climate-Staffed,A,1,1,,,,,1924-01-01 00:00:00,2007-07-31 00:00:00,,,1924-01-01 00:00:00,2007-07-31 00:00:00,1924-01-01 00:00:00,2007-02-01 00:00:00,Y,N,N
-124.50027777777778,49.83416944444444,327,POWELL RIVER A,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495003010,-1243001000,PST,129.50,1046391,YPW,,Aviation-Staffed,C,1,4,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1954-01-01 00:00:00,2024-11-18 00:00:00,1982-03-23 10:00:00,2013-12-12 10:00:00,1954-01-01 00:00:00,2024-11-18 00:00:00,1954-01-01 00:00:00,2007-02-01 00:00:00,Y,Y,Y
-124.51666666666667,49.8,328,POWELL RIVER GRIEF POINT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494800000,-1243100000,PST,31.00,1046400,,,N/A,F,1,7,,,,,1960-01-01 00:00:00,1993-12-31 00:00:00,,,1960-02-01 00:00:00,1993-12-31 00:00:00,1960-01-01 00:00:00,1993-12-01 00:00:00,Y,N,N
-124.51666666666667,49.833333333333336,329,POWELL RIVER WESTVIEW,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495000000,-1243100000,PST,54.90,1046410,,,N/A,E,1,6,,,,,1960-01-01 00:00:00,1986-12-01 00:00:00,,,1960-06-01 00:00:00,1986-01-31 00:00:00,1960-01-01 00:00:00,1986-12-01 00:00:00,Y,N,N
-123.68333333333334,49.4,330,ROBERTS CREEK,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492400000,-1234100000,PST,3.70,1046791,,,N/A,,1,9,,,,,1924-01-01 00:00:00,1942-12-01 00:00:00,,,1924-01-01 00:00:00,1942-11-30 00:00:00,1924-01-01 00:00:00,1942-12-01 00:00:00,Y,N,N
-123.61666666666666,49.43333333333333,331,ROBERTS CREEK EAST,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492600000,-1233700000,PST,143.30,1046795,,,N/A,,1,9,,,,,1956-01-01 00:00:00,1960-12-31 00:00:00,,,1956-02-01 00:00:00,1960-12-31 00:00:00,1956-01-01 00:00:00,1960-12-01 00:00:00,Y,N,N
-123.15,49.733333333333334,332,SQUAMISH GARIBALDI,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494400000,-1230900000,PST,10.00,1047F6B,,,Climate-Staffed,G,1,9,,,,,1975-01-01 00:00:00,1996-12-31 00:00:00,,,1975-09-01 00:00:00,1996-12-31 00:00:00,1975-01-01 00:00:00,1996-12-01 00:00:00,Y,N,N
-123.76666666666667,49.46666666666667,333,SECHELT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492800000,-1234600000,PST,22.90,1047170,,,N/A,,1,9,,,,,1927-01-01 00:00:00,1968-12-01 00:00:00,,,1927-01-01 00:00:00,1968-07-31 00:00:00,1927-01-01 00:00:00,1968-12-01 00:00:00,Y,N,N
-123.76666666666667,49.53333333333333,334,SECHELT SANDY HOOK,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493200000,-1234600000,PST,125.00,1047176,,,N/A,G,1,9,,,,,1987-01-01 00:00:00,1987-12-01 00:00:00,,,1987-01-01 00:00:00,1987-11-30 00:00:00,1987-01-01 00:00:00,1987-12-01 00:00:00,Y,N,N
-123.80638888888889,49.47416666666667,335,SECHELT 5WEST,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492827000,-1234823000,PST,61.00,1047179,,,Climate-Staffed,G,1,8,,,,,1989-01-01 00:00:00,2005-07-31 00:00:00,,,1989-03-01 00:00:00,2005-07-31 00:00:00,1989-01-01 00:00:00,2005-07-01 00:00:00,Y,N,N
-123.16119444444445,49.783208333333334,336,SQUAMISH AIRPORT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494659550,-1230940300,PST,53.70,10476F0,WSK,71207,Climate-Auto,F,1,7,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1982-01-01 00:00:00,2024-11-19 12:30:02,1982-05-17 15:00:00,2024-11-19 12:30:02,1982-05-01 00:00:00,2024-11-19 00:00:00,1982-01-01 00:00:00,2007-02-01 00:00:00,Y,N,Y
-123.13333333333334,49.7,337,SQUAMISH,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494200000,-1230800000,PST,31.10,1047660,,,N/A,F,1,7,,,,,1959-01-01 00:00:00,1996-08-31 00:00:00,,,1959-10-01 00:00:00,1996-08-31 00:00:00,1959-01-01 00:00:00,1996-08-01 00:00:00,Y,N,N
-123.16666666666667,49.68333333333333,338,SQUAMISH FMC CHEMICALS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494100000,-1231000000,PST,3.00,1047662,,,N/A,E,1,6,,,,,1968-11-01 00:00:00,1983-12-01 00:00:00,,,1968-11-01 00:00:00,1983-02-28 00:00:00,1969-01-01 00:00:00,1983-12-01 00:00:00,Y,N,N
-123.0,49.75,339,SQUAMISH ST DAVIDS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494500000,-1230000000,PST,21.30,1047669,,,N/A,G,1,9,,,,,1973-01-01 00:00:00,1975-12-01 00:00:00,,,1973-09-01 00:00:00,1975-03-31 00:00:00,1973-01-01 00:00:00,1975-12-01 00:00:00,Y,N,N
-123.15,49.733333333333334,340,SQUAMISH STP,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494400000,-1230900000,PST,6.10,1047670,,,Climate-Staffed,E,1,6,,,,,1981-01-01 00:00:00,1996-06-30 00:00:00,,,1981-06-01 00:00:00,1996-06-30 00:00:00,1981-01-01 00:00:00,1996-06-01 00:00:00,Y,N,N
-123.16027777777778,49.69833333333333,341,SQUAMISH STP CENTRAL,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494154000,-1230937000,PST,3.90,1047671,,,Climate-Staffed,E,1,6,,,,,1986-01-01 00:00:00,2005-10-31 00:00:00,,,1986-08-01 00:00:00,2005-10-31 00:00:00,1986-01-01 00:00:00,2005-10-01 00:00:00,Y,N,N
-123.28138888888888,49.895833333333336,342,SQUAMISH UPPER,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495345000,-1231653000,PST,46.00,1047672,,,Climate-Staffed,D,1,5,,,,,1979-01-01 00:00:00,2010-02-01 00:00:00,,,1979-05-01 00:00:00,2010-02-01 00:00:00,1979-01-01 00:00:00,2007-02-01 00:00:00,Y,N,N
-123.2,49.81666666666667,343,SQUAMISH 10 MILE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494900000,-1231200000,PST,30.00,1047673,,,N/A,G,1,8,,,,,1990-01-01 00:00:00,1991-11-01 00:00:00,,,1990-04-01 00:00:00,1991-09-30 00:00:00,1990-01-01 00:00:00,1991-11-01 00:00:00,Y,N,N
-124.31666666666666,49.766666666666666,344,STILLWATER POWER HOUSE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,494600000,-1241900000,PST,7.00,1047770,,,Climate-Staffed,A,1,2,,,,,1931-01-01 00:00:00,2007-07-31 00:00:00,,,1931-06-01 00:00:00,2007-07-31 00:00:00,1931-01-01 00:00:00,2007-02-01 00:00:00,Y,Y,N
