x,y,MIN_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION_FLAG,LOCAL_DAY,COOLING_DEGREE_DAYS,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS_FLAG,LOCAL_YEAR,TOTAL_SNOW,ID,MAX_TEMPERATURE,SNOW_ON_GROUND,HEATING_DEGREE_DAYS,LOCAL_DATE,SPEED_MAX_GUST,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,PROVINCE_CODE,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST,TOTAL_RAIN_FLAG,MIN_TEMPERATURE,MAX_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION,SNOW_ON_GROUND_FLAG,LOCAL_MONTH,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE,STATION_NAME
-123.11527777777778,49.31478333333333,,,20,,,0,,,,2015,0,1105669.2015.4.20,,0,,2015-04-20 00:00:00,,,,,BC,,,,,,,,0,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,18,,,0,,,,2013,0,1105669.2013.1.18,,0,,2013-01-18 00:00:00,,,,,BC,,,,,,,,0,,1,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,12,,,9,,,,2018,0,1105669.2018.4.12,,0,,2018-04-12 00:00:00,,,,,BC,,,,,,,,9,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,2,,,2,,,,2015,0,1105669.2015.9.2,,0,,2015-09-02 00:00:00,,,,,BC,,,,,,,,2,,9,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,7,,,0,,,,2023,0,1105669.2023.6.7,,0,,2023-06-07 00:00:00,,,,,BC,,,,,,,,0,,6,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,5,,,6,,,,2020,0,1105669.2020.6.5,,0,,2020-06-05 00:00:00,,,,,BC,,,,,,,,6,,6,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,8,,,0,,,,2017,0,1105669.2017.5.8,,0,,2017-05-08 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,5,,,13.9,,,,2014,0,1105669.2014.12.5,,0,,2014-12-05 00:00:00,,,,,BC,,,,,,,,13.9,,12,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,24,,,3.8,,,,2014,0,1105669.2014.4.24,,0,,2014-04-24 00:00:00,,,,,BC,,,,,,,,3.8,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,29,,,0,,,,2015,0,1105669.2015.5.29,,0,,2015-05-29 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,6,,,0,,,,2019,0,1105669.2019.9.6,,0,,2019-09-06 00:00:00,,,,,BC,,,,,,,,0,,9,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,2,,,0,,,,2013,0,1105669.2013.2.2,,0,,2013-02-02 00:00:00,,,,,BC,,,,,,,,0,,2,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,29,,,0,,,,2020,0,1105669.2020.9.29,,0,,2020-09-29 00:00:00,,,,,BC,,,,,,,,0,,9,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,29,,,0,,,,2023,0,1105669.2023.5.29,,0,,2023-05-29 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,3,,,0,,,,2016,0,1105669.2016.6.3,,0,,2016-06-03 00:00:00,,,,,BC,,,,,,,,0,,6,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,25,,,0,,,,2016,0,1105669.2016.7.25,,0,,2016-07-25 00:00:00,,,,,BC,,,,,,,,0,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,28,,,6.5,,,,2020,0,1105669.2020.1.28,,0,,2020-01-28 00:00:00,,,,,BC,,,,,,,,6.5,,1,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,1,,,0,,,,2017,0,1105669.2017.2.1,,0,,2017-02-01 00:00:00,,,,,BC,,,,,,,,0,,2,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,17,,,0,,,,2023,0,1105669.2023.7.17,,0,,2023-07-17 00:00:00,,,,,BC,,,,,,,,0,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,7,,,0,,,,2020,0,1105669.2020.4.7,,0,,2020-04-07 00:00:00,,,,,BC,,,,,,,,0,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,16,,,0,,,,2015,0,1105669.2015.5.16,,0,,2015-05-16 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,4,,,0.5,,,,2017,0,1105669.2017.11.4,,0,,2017-11-04 00:00:00,,,,,BC,,,,,,,,0.5,,11,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,19,,,0,,,,2019,0,1105669.2019.5.19,,0,,2019-05-19 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,16,,,0,,,,2016,0,1105669.2016.7.16,,0,,2016-07-16 00:00:00,,,,,BC,,,,,,,,0,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,5,,,1.2,,,,2018,0,1105669.2018.2.5,,0,,2018-02-05 00:00:00,,,,,BC,,,,,,,,1.2,,2,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,17,,,22,,,,2019,0,1105669.2019.9.17,,0,,2019-09-17 00:00:00,,,,,BC,,,,,,,,22,,9,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,4,,,0,,,,2019,0,1105669.2019.9.4,,0,,2019-09-04 00:00:00,,,,,BC,,,,,,,,0,,9,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,25,,,0.4,,,,2015,0,1105669.2015.12.25,,0,,2015-12-25 00:00:00,,,,,BC,,,,,,,,0.4,,12,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,11,,,0,,,,2014,0,1105669.2014.7.11,,0,,2014-07-11 00:00:00,,,,,BC,,,,,,,,0,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,14,,,1,,,,2014,0,1105669.2014.6.14,,0,,2014-06-14 00:00:00,,,,,BC,,,,,,,,1,,6,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,9,,,0,,,,2016,0,1105669.2016.2.9,,0,,2016-02-09 00:00:00,,,,,BC,,,,,,,,0,,2,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,20,,,0,,,,2018,0,1105669.2018.7.20,,0,,2018-07-20 00:00:00,,,,,BC,,,,,,,,0,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,27,,,0,,,,2015,0,1105669.2015.7.27,,0,,2015-07-27 00:00:00,,,,,BC,,,,,,,,0,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,17,,,0,,,,2021,0,1105669.2021.2.17,,0,,2021-02-17 00:00:00,,,,,BC,,,,,,,,0,,2,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,27,,,2.3,,,,2022,0,1105669.2022.11.27,,0,,2022-11-27 00:00:00,,,,,BC,,,,,,,,2.3,,11,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,24,,,0,,,,2013,0,1105669.2013.4.24,,0,,2013-04-24 00:00:00,,,,,BC,,,,,,,,0,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,16,,,10.6,,,,2016,0,1105669.2016.1.16,,0,,2016-01-16 00:00:00,,,,,BC,,,,,,,,10.6,,1,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,21,,,0,,,,2020,0,1105669.2020.5.21,,0,,2020-05-21 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,23,,,16.2,,,,2019,0,1105669.2019.11.23,,0,,2019-11-23 00:00:00,,,,,BC,,,,,,,,16.2,,11,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,16,,,0.2,,,,2017,0,1105669.2017.4.16,,,,2017-04-16 00:00:00,,,,,BC,,,,,,,,0.2,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,11,,,0,,,,2019,0,1105669.2019.7.11,,0,,2019-07-11 00:00:00,,,,,BC,,,,,,,,0,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,23,,,11.1,,,,2023,0,1105669.2023.4.23,,0,,2023-04-23 00:00:00,,,,,BC,,,,,,,,11.1,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,T,24,,,0,,,,2019,0,1105669.2019.5.24,,0,,2019-05-24 00:00:00,,,,,BC,,,,,T,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,15,,,3,,,,2016,0,1105669.2016.11.15,,0,,2016-11-15 00:00:00,,,,,BC,,,,,,,,3,,11,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,12,,,0,,,,2019,0,1105669.2019.8.12,,,,2019-08-12 00:00:00,,,,,BC,,,,,,,,0,,8,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,8,,,0,,,,2020,0,1105669.2020.9.8,,0,,2020-09-08 00:00:00,,,,,BC,,,,,,,,0,,9,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,20,,,0.6,,,,2017,0,1105669.2017.4.20,,0,,2017-04-20 00:00:00,,,,,BC,,,,,,,,0.6,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,12,,,0,,,,2023,0,1105669.2023.4.12,,0,,2023-04-12 00:00:00,,,,,BC,,,,,,,,0,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,5,,,8,,,,2019,0,1105669.2019.4.5,,0,,2019-04-05 00:00:00,,,,,BC,,,,,,,,8,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,15,,,0,,,,2023,0,1105669.2023.2.15,,0,,2023-02-15 00:00:00,,,,,BC,,,,,,,,0,,2,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,1,,,15.6,,,,2015,0,1105669.2015.12.1,,0,,2015-12-01 00:00:00,,,,,BC,,,,,,,,15.6,,12,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,28,,,0,,,,2021,0,1105669.2021.5.28,,0,,2021-05-28 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,9,,,0,,,,2021,0,1105669.2021.7.9,,0,,2021-07-09 00:00:00,,,,,BC,,,,,,,,0,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,7,,,0,,,,2014,0,1105669.2014.5.7,,0,,2014-05-07 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,23,,,0.6,,,,2021,0,1105669.2021.1.23,,,,2021-01-23 00:00:00,,,,,BC,,,,,,,,0.6,,1,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,30,,,0,,,,2021,0,1105669.2021.5.30,,0,,2021-05-30 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,25,,,0,,,,2019,0,1105669.2019.7.25,,0,,2019-07-25 00:00:00,,,,,BC,,,,,,,,0,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,20,,,0.6,,,,2014,0,1105669.2014.7.20,,0,,2014-07-20 00:00:00,,,,,BC,,,,,,,,0.6,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,11,,,0,,,,2018,0,1105669.2018.7.11,,0,,2018-07-11 00:00:00,,,,,BC,,,,,,,,0,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,12,,,0,,,,2021,0,1105669.2021.4.12,,0,,2021-04-12 00:00:00,,,,,BC,,,,,,,,0,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,15,,,23,,,,2019,0,1105669.2019.2.15,,0,,2019-02-15 00:00:00,,,,,BC,,,,,,,,23,,2,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,13,,,0,,,,2021,0,1105669.2021.1.13,,0,,2021-01-13 00:00:00,,,,,BC,,,,,,,,0,,1,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,20,,,1,,,,2017,0,1105669.2017.12.20,,0,,2017-12-20 00:00:00,,,,,BC,,,,,,,,1,,12,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,16,,,0,,,,2020,0,1105669.2020.7.16,,0,,2020-07-16 00:00:00,,,,,BC,,,,,,,,0,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,9,,,1.1,,,,2022,0,1105669.2022.5.9,,0,,2022-05-09 00:00:00,,,,,BC,,,,,,,,1.1,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,19,,,2,,,,2017,0,1105669.2017.7.19,,,,2017-07-19 00:00:00,,,,,BC,,,,,,,,2,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,7,,,4.8,,,,2016,0,1105669.2016.7.7,,0,,2016-07-07 00:00:00,,,,,BC,,,,,,,,4.8,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,11,,,0,,,,2014,0,1105669.2014.11.11,,0,,2014-11-11 00:00:00,,,,,BC,,,,,,,,0,,11,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,27,,,0,,,,2019,0,1105669.2019.5.27,,0,,2019-05-27 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,31,,,14.3,,,,2021,0,1105669.2021.1.31,,0,,2021-01-31 00:00:00,,,,,BC,,,,,,,,14.3,,1,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,24,,,0.1,,,,2013,0,1105669.2013.8.24,,,,2013-08-24 00:00:00,,,,,BC,,,,,,,,0.1,,8,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,29,,,0,,,,2021,0,1105669.2021.8.29,,0,,2021-08-29 00:00:00,,,,,BC,,,,,,,,0,,8,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,13,,,0,,,,2014,0,1105669.2014.12.13,,0,,2014-12-13 00:00:00,,,,,BC,,,,,,,,0,,12,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,23,,,0,,,,2021,0,1105669.2021.9.23,,0,,2021-09-23 00:00:00,,,,,BC,,,,,,,,0,,9,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,20,,,0,,,,2015,0,1105669.2015.8.20,,0,,2015-08-20 00:00:00,,,,,BC,,,,,,,,0,,8,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,28,,,0,,,,2018,0,1105669.2018.7.28,,0,,2018-07-28 00:00:00,,,,,BC,,,,,,,,0,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,T,14,,,0,,,,2015,0,1105669.2015.12.14,,0,,2015-12-14 00:00:00,,,,,BC,,,,,T,,,0,,12,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,18,,,5.2,,,,2016,0,1105669.2016.7.18,,0,,2016-07-18 00:00:00,,,,,BC,,,,,,,,5.2,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,2,,,0,,,,2017,0,1105669.2017.10.2,,0,,2017-10-02 00:00:00,,,,,BC,,,,,,,,0,,10,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,17,,,0,,,,2017,0,1105669.2017.5.17,,0,,2017-05-17 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,5,,,0,,,,2020,0,1105669.2020.10.5,,0,,2020-10-05 00:00:00,,,,,BC,,,,,,,,0,,10,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,14,,,0,,,,2019,0,1105669.2019.6.14,,0,,2019-06-14 00:00:00,,,,,BC,,,,,,,,0,,6,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,T,21,,,0,,,,2018,0,1105669.2018.12.21,,0,,2018-12-21 00:00:00,,,,,BC,,,,,T,,,0,,12,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,18,,,0.2,,,,2014,0,1105669.2014.6.18,,0,,2014-06-18 00:00:00,,,,,BC,,,,,,,,0.2,,6,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,13,,,0,,,,2016,0,1105669.2016.5.13,,0,,2016-05-13 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,30,,,0,,,,2018,0,1105669.2018.8.30,,0,,2018-08-30 00:00:00,,,,,BC,,,,,,,,0,,8,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,16,,,16.4,,,,2018,0,1105669.2018.9.16,,0,,2018-09-16 00:00:00,,,,,BC,,,,,,,,16.4,,9,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,15,,,6.4,,,,2013,0,1105669.2013.5.15,,,,2013-05-15 00:00:00,,,,,BC,,,,,,,,6.4,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,14,,,0.2,,,,2022,0,1105669.2022.4.14,,0,,2022-04-14 00:00:00,,,,,BC,,,,,,,,0.2,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,T,18,,,0,,,,2015,0,1105669.2015.11.18,,0,,2015-11-18 00:00:00,,,,,BC,,,,,T,,,0,,11,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,10,,,0,,,,2013,0,1105669.2013.9.10,,0,,2013-09-10 00:00:00,,,,,BC,,,,,,,,0,,9,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,25,,,7,,,,2019,0,1105669.2019.10.25,,0,,2019-10-25 00:00:00,,,,,BC,,,,,,,,7,,10,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,22,,,0,,,,2016,0,1105669.2016.2.22,,0,,2016-02-22 00:00:00,,,,,BC,,,,,,,,0,,2,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,17,,,2,,,,2015,0,1105669.2015.5.17,,0,,2015-05-17 00:00:00,,,,,BC,,,,,,,,2,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,21,,,0,,,,2014,0,1105669.2014.8.21,,0,,2014-08-21 00:00:00,,,,,BC,,,,,,,,0,,8,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,22,,,7.8,,,,2015,0,1105669.2015.3.22,,0,,2015-03-22 00:00:00,,,,,BC,,,,,,,,7.8,,3,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,31,,,10,,,,2019,0,1105669.2019.1.31,,0,,2019-01-31 00:00:00,,,,,BC,,,,,,,,10,,1,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,27,,,0,,,,2019,0,1105669.2019.4.27,,0,,2019-04-27 00:00:00,,,,,BC,,,,,,,,0,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,17,,,1.2,,,,2020,0,1105669.2020.10.17,,,,2020-10-17 00:00:00,,,,,BC,,,,,,,,1.2,,10,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,27,,,9.6,,,,2018,0,1105669.2018.3.27,,0,,2018-03-27 00:00:00,,,,,BC,,,,,,,,9.6,,3,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,24,,,0,,,,2015,0,1105669.2015.5.24,,0,,2015-05-24 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,15,,,0.6,,,,2017,0,1105669.2017.12.15,,0,,2017-12-15 00:00:00,,,,,BC,,,,,,,,0.6,,12,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,11,,,0.5,,,,2017,0,1105669.2017.4.11,,0,,2017-04-11 00:00:00,,,,,BC,,,,,,,,0.5,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,10,,,1,,,,2022,0,1105669.2022.2.10,,0,,2022-02-10 00:00:00,,,,,BC,,,,,,,,1,,2,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,27,,,0,,,,2015,0,1105669.2015.9.27,,0,,2015-09-27 00:00:00,,,,,BC,,,,,,,,0,,9,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,18,,,4,,,,2013,0,1105669.2013.2.18,,0,,2013-02-18 00:00:00,,,,,BC,,,,,,,,4,,2,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,17,,,0,,,,2020,0,1105669.2020.3.17,,0,,2020-03-17 00:00:00,,,,,BC,,,,,,,,0,,3,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,5,,,0,,,,2023,0,1105669.2023.10.5,,0,,2023-10-05 00:00:00,,,,,BC,,,,,,,,0,,10,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,26,,,0,,,,2023,0,1105669.2023.11.26,,0,,2023-11-26 00:00:00,,,,,BC,,,,,,,,0,,11,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,21,,,0,,,,2021,0,1105669.2021.5.21,,0,,2021-05-21 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,30,,,0,,,,2023,0,1105669.2023.9.30,,0,,2023-09-30 00:00:00,,,,,BC,,,,,,,,0,,9,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,17,,,0,,,,2022,0,1105669.2022.11.17,,0,,2022-11-17 00:00:00,,,,,BC,,,,,,,,0,,11,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,24,,,7,,,,2017,0,1105669.2017.3.24,,0,,2017-03-24 00:00:00,,,,,BC,,,,,,,,7,,3,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,21,,,14.1,,,,2022,0,1105669.2022.4.21,,0,,2022-04-21 00:00:00,,,,,BC,,,,,,,,14.1,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,21,,,0,,,,2013,0,1105669.2013.10.21,,0,,2013-10-21 00:00:00,,,,,BC,,,,,,,,0,,10,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,18,,,16.4,,,,2016,0,1105669.2016.6.18,,0,,2016-06-18 00:00:00,,,,,BC,,,,,,,,16.4,,6,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,26,,,1.8,,,,2013,0,1105669.2013.5.26,,0,,2013-05-26 00:00:00,,,,,BC,,,,,,,,1.8,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,9,,,1.4,,,,2022,0,1105669.2022.1.9,,0,,2022-01-09 00:00:00,,,,,BC,,,,,,,,1.4,,1,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,11,,,0,,,,2016,0,1105669.2016.8.11,,0,,2016-08-11 00:00:00,,,,,BC,,,,,,,,0,,8,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,16,,,0,,,,2022,0,1105669.2022.2.16,,0,,2022-02-16 00:00:00,,,,,BC,,,,,,,,0,,2,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,14,,,0,,,,2015,0,1105669.2015.7.14,,0,,2015-07-14 00:00:00,,,,,BC,,,,,,,,0,,7,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,T,22,,,0,,,,2013,0,1105669.2013.4.22,,0,,2013-04-22 00:00:00,,,,,BC,,,,,T,,,0,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,14,,,7.4,,,,2018,0,1105669.2018.11.14,,0,,2018-11-14 00:00:00,,,,,BC,,,,,,,,7.4,,11,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,21,,,3.2,,,,2022,0,1105669.2022.10.21,,0,,2022-10-21 00:00:00,,,,,BC,,,,,,,,3.2,,10,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,12,,,0,,,,2020,0,1105669.2020.3.12,,0,,2020-03-12 00:00:00,,,,,BC,,,,,,,,0,,3,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,13,,,67,,,,2018,0,1105669.2018.12.13,,0,,2018-12-13 00:00:00,,,,,BC,,,,,,,,67,,12,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,22,,,0,,,,2017,0,1105669.2017.5.22,,0,,2017-05-22 00:00:00,,,,,BC,,,,,,,,0,,5,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,6,,,5,,,,2019,0,1105669.2019.4.6,,0,,2019-04-06 00:00:00,,,,,BC,,,,,,,,5,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,26,,,0,,,,2018,0,1105669.2018.6.26,,0,,2018-06-26 00:00:00,,,,,BC,,,,,,,,0,,6,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,23,,,0,,,,2018,0,1105669.2018.6.23,,0,,2018-06-23 00:00:00,,,,,BC,,,,,,,,0,,6,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,10,,,3,,,,2018,0,1105669.2018.4.10,,0,,2018-04-10 00:00:00,,,,,BC,,,,,,,,3,,4,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,13,,,0,,,,2021,0,1105669.2021.9.13,,0,,2021-09-13 00:00:00,,,,,BC,,,,,,,,0,,9,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,,26,,,19.4,,,,2022,0,1105669.2022.12.26,,0,,2022-12-26 00:00:00,,,,,BC,,,,,,,,19.4,,12,1105669,,N VANCOUVER WHARVES
-123.11527777777778,49.31478333333333,,T,16,,,0,,,,2021,0,1105669.2021.2.16,,0,,2021-02-16 00:00:00,,,,,BC,,,,,T,,,0,,2,1105669,,N VANCOUVER WHARVES
