x,y,LOCAL_DAY,HEATING_DEGREE_DAYS_FLAG,TOTAL_RAIN,MIN_REL_HUMIDITY,DIRECTION_MAX_GUST,MEAN_TEMPERATURE,MAX_TEMPERATURE,LOCAL_MONTH,COOLING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST,MAX_REL_HUMIDITY,SNOW_ON_GROUND,TOTAL_RAIN_FLAG,MIN_TEMPERATURE_FLAG,STATION_NAME,MAX_TEMPERATURE_FLAG,LOCAL_DATE,SNOW_ON_GROUND_FLAG,LOCAL_YEAR,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS,TOTAL_SNOW_FLAG,TOTAL_PRECIPITATION_FLAG,HEATING_DEGREE_DAYS,MEAN_TEMPERATURE_FLAG,ID,TOTAL_SNOW,MIN_REL_HUMIDITY_FLAG,PROVINCE_CODE,DIRECTION_MAX_GUST_FLAG,TOTAL_PRECIPITATION,SPEED_MAX_GUST_FLAG,MIN_TEMPERATURE,CLIMATE_IDENTIFIER
-124.3938888888889,49.33722222222222,21,,,,0,2.7,4.6,12,,0,,,M,,QUALICUM BEACH AIRPORT,,2013-12-21 00:00:00,,2013,,0,M,,15.3,,1026562.2013.12.21,,,BC,,0.2,,0.7,1026562
-124.3938888888889,49.33722222222222,20,,,,16,0.7,1.4,12,,32,,0,M,,QUALICUM BEACH AIRPORT,,2013-12-20 00:00:00,T,2013,,0,M,,17.3,,1026562.2013.12.20,,,BC,,3.4,,-0.1,1026562
-124.3938888888889,49.33722222222222,7,,,32,0,-5.2,0.9,12,,0,89,,M,,QUALICUM BEACH AIRPORT,,2013-12-07 00:00:00,,2013,,0,M,,23.2,,1026562.2013.12.7,,,BC,,0,,-11.2,1026562
-124.3938888888889,49.33722222222222,25,,,,0,3.2,5.3,12,,0,,,M,,QUALICUM BEACH AIRPORT,,2013-12-25 00:00:00,,2013,,0,M,,14.8,,1026562.2013.12.25,,,BC,,0,,1.1,1026562
-124.3938888888889,49.33722222222222,26,,,,0,4.2,6.5,12,,0,,,M,,QUALICUM BEACH AIRPORT,,2013-12-26 00:00:00,,2013,,0,M,,13.8,,1026562.2013.12.26,,,BC,,0,,1.9,1026562
-124.3938888888889,49.33722222222222,13,,,,0,4.2,6.1,12,,0,,,M,,QUALICUM BEACH AIRPORT,,2013-12-13 00:00:00,,2013,,0,M,,13.8,,1026562.2013.12.13,,,BC,,0,,2.2,1026562
-124.3938888888889,49.33722222222222,14,,,,0,6.6,9.5,12,,0,,,M,,QUALICUM BEACH AIRPORT,,2013-12-14 00:00:00,,2013,,0,M,,11.4,,1026562.2013.12.14,,,BC,,0,,3.6,1026562
-124.3938888888889,49.33722222222222,16,,,,0,2.9,6.6,12,,0,,,M,,QUALICUM BEACH AIRPORT,,2013-12-16 00:00:00,,2013,,0,M,,15.1,,1026562.2013.12.16,,,BC,,0,,-0.8,1026562
-124.3938888888889,49.33722222222222,12,,,,13,2.9,5,12,,37,,,M,,QUALICUM BEACH AIRPORT,,2013-12-12 00:00:00,,2013,,0,M,,15.1,,1026562.2013.12.12,,,BC,,2.4,,0.7,1026562
-124.3938888888889,49.33722222222222,9,,,75,0,-2.9,0.8,12,,0,96,,M,,QUALICUM BEACH AIRPORT,,2013-12-09 00:00:00,,2013,,0,M,,20.9,,1026562.2013.12.9,,,BC,,0,,-6.5,1026562
-124.3938888888889,49.33722222222222,22,,,,0,4.2,5.2,12,,0,,,M,,QUALICUM BEACH AIRPORT,,2013-12-22 00:00:00,,2013,,0,M,,13.8,,1026562.2013.12.22,,,BC,,2.5,,3.1,1026562
-124.3938888888889,49.33722222222222,27,,,,0,4.8,9.4,12,,0,,,M,,QUALICUM BEACH AIRPORT,,2013-12-27 00:00:00,,2013,,0,M,,13.2,,1026562.2013.12.27,,,BC,,0.6,,0.2,1026562
-124.3938888888889,49.33722222222222,23,,,,27,4.8,9.4,12,,32,,,M,,QUALICUM BEACH AIRPORT,,2013-12-23 00:00:00,,2013,,0,M,,13.2,,1026562.2013.12.23,,,BC,,0.7,,0.2,1026562
-124.3938888888889,49.33722222222222,1,,,,0,6.2,6.8,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-01 00:00:00,,2014,,0,M,,11.8,,1026562.2014.1.1,,,BC,,0.7,,5.6,1026562
-124.3938888888889,49.33722222222222,5,,,,0,1.8,5,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-05 00:00:00,,2014,,0,M,,16.2,,1026562.2014.1.5,,,BC,,0,,-1.5,1026562
-124.3938888888889,49.33722222222222,30,,,,0,3.4,5.8,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-30 00:00:00,,2014,,0,M,,14.6,,1026562.2014.1.30,,,BC,,2.8,,1,1026562
-124.3938888888889,49.33722222222222,7,,,,13,4,6.6,1,,33,,,M,,QUALICUM BEACH AIRPORT,,2014-01-07 00:00:00,,2014,,0,M,,14,,1026562.2014.1.7,,,BC,,2.8,,1.3,1026562
-124.3938888888889,49.33722222222222,21,,,,0,3.4,5.1,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-21 00:00:00,,2014,,0,M,,14.6,,1026562.2014.1.21,,,BC,,0,,1.7,1026562
-124.3938888888889,49.33722222222222,3,,,,32,4.7,7.7,1,,37,,,M,,QUALICUM BEACH AIRPORT,,2014-01-03 00:00:00,,2014,,0,M,,13.3,,1026562.2014.1.3,,,BC,,0,,1.6,1026562
-124.3938888888889,49.33722222222222,24,,,,0,3.6,8.8,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-24 00:00:00,,2014,,0,M,,14.4,,1026562.2014.1.24,,,BC,,0,,-1.7,1026562
-124.3938888888889,49.33722222222222,8,,,,0,5.8,7.8,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-08 00:00:00,,2014,,0,M,M,12.2,,1026562.2014.1.8,,,BC,,,,3.8,1026562
-124.3938888888889,49.33722222222222,12,,,,31,4.3,6.3,1,,35,,,M,,QUALICUM BEACH AIRPORT,,2014-01-12 00:00:00,,2014,,0,M,,13.7,,1026562.2014.1.12,,,BC,,0,,2.3,1026562
-124.3938888888889,49.33722222222222,26,,,,0,0.6,3,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-26 00:00:00,,2014,,0,M,,17.4,,1026562.2014.1.26,,,BC,,0,,-1.8,1026562
-124.3938888888889,49.33722222222222,27,,,,0,1,4,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-27 00:00:00,,2014,,0,M,,17,,1026562.2014.1.27,,,BC,,0.6,,-2,1026562
-124.3938888888889,49.33722222222222,16,,,,0,5.8,6.4,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-16 00:00:00,,2014,,0,M,,12.2,,1026562.2014.1.16,,,BC,,0,,5.1,1026562
-124.3938888888889,49.33722222222222,28,,,,0,4.8,6.5,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-28 00:00:00,,2014,,0,M,,13.2,,1026562.2014.1.28,,,BC,,2.3,,3.1,1026562
-124.3938888888889,49.33722222222222,17,,,,0,4.4,5.4,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-17 00:00:00,,2014,,0,M,,13.6,,1026562.2014.1.17,,,BC,,0,,3.4,1026562
-124.3938888888889,49.33722222222222,15,,,,0,5.5,6.6,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-15 00:00:00,,2014,,0,M,,12.5,,1026562.2014.1.15,,,BC,,0,,4.3,1026562
-124.3938888888889,49.33722222222222,9,,,,30,3.5,6.8,1,,39,,,M,,QUALICUM BEACH AIRPORT,,2014-01-09 00:00:00,,2014,,0,M,,14.5,,1026562.2014.1.9,,,BC,,0.6,,0.2,1026562
-124.3938888888889,49.33722222222222,29,,,,0,5.7,7.3,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-29 00:00:00,,2014,,0,M,,12.3,,1026562.2014.1.29,,,BC,,2.9,,4,1026562
-124.3938888888889,49.33722222222222,6,,,,0,1.4,2.8,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-06 00:00:00,,2014,,0,M,,16.6,,1026562.2014.1.6,,,BC,,0,,0,1026562
-124.3938888888889,49.33722222222222,25,,,,0,1.9,5.3,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-25 00:00:00,,2014,,0,M,,16.1,,1026562.2014.1.25,,,BC,,0,,-1.6,1026562
-124.3938888888889,49.33722222222222,31,,,,0,2.1,6.1,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-31 00:00:00,,2014,,0,M,T,15.9,,1026562.2014.1.31,,,BC,,0,,-1.9,1026562
-124.3938888888889,49.33722222222222,14,,,,0,3.9,6.7,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-14 00:00:00,,2014,,0,M,,14.1,,1026562.2014.1.14,,,BC,,0,,1.1,1026562
-124.3938888888889,49.33722222222222,23,,,,0,1.9,4.4,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-23 00:00:00,,2014,,0,M,,16.1,,1026562.2014.1.23,,,BC,,0,,-0.7,1026562
-124.3938888888889,49.33722222222222,22,,,,0,3.3,6.1,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-22 00:00:00,,2014,,0,M,,14.7,,1026562.2014.1.22,,,BC,,0,,0.4,1026562
-124.3938888888889,49.33722222222222,11,,,,11,6.3,8,1,,44,,,M,,QUALICUM BEACH AIRPORT,,2014-01-11 00:00:00,,2014,,0,M,,11.7,,1026562.2014.1.11,,,BC,,29.4,,4.5,1026562
-124.3938888888889,49.33722222222222,2,,,,29,5.7,7.2,1,,46,,,M,,QUALICUM BEACH AIRPORT,,2014-01-02 00:00:00,,2014,,0,M,,12.3,,1026562.2014.1.2,,,BC,,6.4,,4.2,1026562
-124.3938888888889,49.33722222222222,4,,,,0,1.4,5.2,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-04 00:00:00,,2014,,0,M,,16.6,,1026562.2014.1.4,,,BC,,0,,-2.5,1026562
-124.3938888888889,49.33722222222222,18,,,,0,4.3,7,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-18 00:00:00,,2014,,0,M,,13.7,,1026562.2014.1.18,,,BC,,0,,1.5,1026562
-124.3938888888889,49.33722222222222,13,,,,0,8.7,13.3,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-13 00:00:00,,2014,,0,M,,9.3,,1026562.2014.1.13,,,BC,,0,,4,1026562
-124.3938888888889,49.33722222222222,19,,,,0,5.4,6.1,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-19 00:00:00,,2014,,0,M,,12.6,,1026562.2014.1.19,,,BC,,0,,4.7,1026562
-124.3938888888889,49.33722222222222,20,,,,0,4.8,5.8,1,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-01-20 00:00:00,,2014,,0,M,,13.2,,1026562.2014.1.20,,,BC,,0,,3.7,1026562
-124.3938888888889,49.33722222222222,10,,,,13,5.5,7.5,1,,44,,,M,,QUALICUM BEACH AIRPORT,,2014-01-10 00:00:00,,2014,,0,M,,12.5,,1026562.2014.1.10,,,BC,,14.6,,3.5,1026562
-124.3938888888889,49.33722222222222,20,,,,30,5,9.6,2,,54,,,M,,QUALICUM BEACH AIRPORT,,2014-02-20 00:00:00,,2014,,0,M,M,13,,1026562.2014.2.20,,,BC,,,,0.3,1026562
-124.3938888888889,49.33722222222222,22,,,,0,0.6,1.7,2,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-02-22 00:00:00,,2014,,0,M,,17.4,,1026562.2014.2.22,,,BC,,7.1,,-0.6,1026562
-124.3938888888889,49.33722222222222,27,,,,0,4.5,9.6,2,,0,,4,M,,QUALICUM BEACH AIRPORT,,2014-02-27 00:00:00,,2014,,0,M,,13.5,,1026562.2014.2.27,,,BC,,0,,-0.7,1026562
-124.3938888888889,49.33722222222222,23,,,,0,0.7,1,2,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-02-23 00:00:00,,2014,,0,M,,17.3,,1026562.2014.2.23,,,BC,,8.1,,0.3,1026562
-124.3938888888889,49.33722222222222,19,,,,0,3,8.1,2,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-02-19 00:00:00,,2014,,0,M,,15,,1026562.2014.2.19,,,BC,,0,,-2.2,1026562
-124.3938888888889,49.33722222222222,1,,,,0,1,4.2,2,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-02-01 00:00:00,,2014,,0,M,,17,,1026562.2014.2.1,,,BC,,0,,-2.2,1026562
-124.3938888888889,49.33722222222222,15,,,,15,3.2,6.4,2,,35,,,M,,QUALICUM BEACH AIRPORT,,2014-02-15 00:00:00,,2014,,0,M,,14.8,,1026562.2014.2.15,,,BC,,13.3,,0,1026562
-124.3938888888889,49.33722222222222,26,,,,0,2.9,5,2,,0,,9,M,,QUALICUM BEACH AIRPORT,,2014-02-26 00:00:00,,2014,,0,M,,15.1,,1026562.2014.2.26,,,BC,,0,,0.7,1026562
-124.3938888888889,49.33722222222222,17,,,,0,4,8,2,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-02-17 00:00:00,,2014,,0,M,,14,,1026562.2014.2.17,,,BC,,0.5,,0,1026562
-124.3938888888889,49.33722222222222,11,,,,13,2.3,6.4,2,,43,,,M,,QUALICUM BEACH AIRPORT,,2014-02-11 00:00:00,,2014,,0,M,,15.7,,1026562.2014.2.11,,,BC,,8.6,,-1.9,1026562
-124.3938888888889,49.33722222222222,9,,,,0,-2.5,3.3,2,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-02-09 00:00:00,,2014,,0,M,,20.5,,1026562.2014.2.9,,,BC,,0,,-8.2,1026562
-124.3938888888889,49.33722222222222,3,,,,0,1.6,5,2,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-02-03 00:00:00,,2014,,0,M,,16.4,,1026562.2014.2.3,,,BC,,0,,-1.9,1026562
-124.3938888888889,49.33722222222222,6,,,,14,-3.7,-0.2,2,,32,,,M,,QUALICUM BEACH AIRPORT,,2014-02-06 00:00:00,,2014,,0,M,,21.7,,1026562.2014.2.6,,,BC,,0,,-7.2,1026562
-124.3938888888889,49.33722222222222,4,,,,14,-1.2,1.7,2,,32,,,M,,QUALICUM BEACH AIRPORT,,2014-02-04 00:00:00,,2014,,0,M,,19.2,,1026562.2014.2.4,,,BC,,0,,-4.1,1026562
-124.3938888888889,49.33722222222222,10,,,,11,3.4,6.5,2,,33,,,M,,QUALICUM BEACH AIRPORT,,2014-02-10 00:00:00,,2014,,0,M,,14.6,,1026562.2014.2.10,,,BC,,5.3,,0.3,1026562
-124.3938888888889,49.33722222222222,8,,,,0,-3,3.3,2,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-02-08 00:00:00,,2014,,0,M,,21,,1026562.2014.2.8,,,BC,,0,,-9.3,1026562
-124.3938888888889,49.33722222222222,16,,,,12,3.4,6.2,2,,52,,,M,,QUALICUM BEACH AIRPORT,,2014-02-16 00:00:00,,2014,,0,M,,14.6,,1026562.2014.2.16,,,BC,,26.3,,0.6,1026562
-124.3938888888889,49.33722222222222,12,,,,13,6.4,10.3,2,,35,,,M,,QUALICUM BEACH AIRPORT,,2014-02-12 00:00:00,,2014,,0,M,,11.6,,1026562.2014.2.12,,,BC,,9.2,,2.4,1026562
-124.3938888888889,49.33722222222222,14,,,,14,7.1,11.6,2,,52,,,M,,QUALICUM BEACH AIRPORT,,2014-02-14 00:00:00,,2014,,0,M,,10.9,,1026562.2014.2.14,,,BC,,8.4,,2.5,1026562
-124.3938888888889,49.33722222222222,5,,,,16,-2.4,-0.2,2,,35,,,M,,QUALICUM BEACH AIRPORT,,2014-02-05 00:00:00,,2014,,0,M,,20.4,,1026562.2014.2.5,,,BC,,0,,-4.5,1026562
-124.3938888888889,49.33722222222222,2,,,,0,1.2,4.3,2,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-02-02 00:00:00,,2014,,0,M,,16.8,,1026562.2014.2.2,,,BC,,0.6,,-2,1026562
-124.3938888888889,49.33722222222222,24,,,,0,0.5,1,2,,0,,1,M,,QUALICUM BEACH AIRPORT,,2014-02-24 00:00:00,,2014,,0,M,,17.5,,1026562.2014.2.24,,,BC,,20.9,,-0.1,1026562
-124.3938888888889,49.33722222222222,7,,,,0,-4.6,0.9,2,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-02-07 00:00:00,,2014,,0,M,,22.6,,1026562.2014.2.7,,,BC,,0,,-10.1,1026562
-124.3938888888889,49.33722222222222,18,,,,13,3,6.5,2,,37,,,M,,QUALICUM BEACH AIRPORT,,2014-02-18 00:00:00,,2014,,0,M,,15,,1026562.2014.2.18,,,BC,,6.2,,-0.5,1026562
-124.3938888888889,49.33722222222222,13,,,,28,8,13.1,2,,33,,,M,,QUALICUM BEACH AIRPORT,,2014-02-13 00:00:00,,2014,,0,M,,10,,1026562.2014.2.13,,,BC,,2.9,,2.9,1026562
-124.3938888888889,49.33722222222222,28,,,,0,4.2,8.7,2,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-02-28 00:00:00,,2014,,0,M,,13.8,,1026562.2014.2.28,,,BC,,0,,-0.4,1026562
-124.3938888888889,49.33722222222222,21,,,,0,2.5,6.1,2,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-02-21 00:00:00,,2014,,0,M,,15.5,,1026562.2014.2.21,,,BC,,0,,-1.2,1026562
-124.3938888888889,49.33722222222222,25,,,,0,4.3,8.5,2,,0,,17,M,,QUALICUM BEACH AIRPORT,,2014-02-25 00:00:00,,2014,,0,M,,13.7,,1026562.2014.2.25,,,BC,,2.2,,0,1026562
-124.3938888888889,49.33722222222222,2,,,,0,2.2,4.3,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-02 00:00:00,,2014,,0,M,,15.8,,1026562.2014.3.2,,,BC,,0.2,,0,1026562
-124.3938888888889,49.33722222222222,9,,,,0,9.1,12.9,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-09 00:00:00,,2014,,0,M,,8.9,,1026562.2014.3.9,,,BC,,0,,5.3,1026562
-124.3938888888889,49.33722222222222,1,,,,16,1.9,5.8,3,,33,,,M,,QUALICUM BEACH AIRPORT,,2014-03-01 00:00:00,,2014,,0,M,,16.1,,1026562.2014.3.1,,,BC,,0,,-2,1026562
-124.3938888888889,49.33722222222222,5,,,,0,4.9,8.3,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-05 00:00:00,,2014,,0,M,,13.1,,1026562.2014.3.5,,,BC,,14.6,,1.5,1026562
-124.3938888888889,49.33722222222222,11,,,,0,4.8,10.5,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-11 00:00:00,,2014,,0,M,,13.2,,1026562.2014.3.11,,,BC,,0,,-1,1026562
-124.3938888888889,49.33722222222222,4,,,,0,1.3,2.8,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-04 00:00:00,,2014,,0,M,,16.7,,1026562.2014.3.4,,,BC,,3.4,,-0.3,1026562
-124.3938888888889,49.33722222222222,12,,,,0,4.6,9.8,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-12 00:00:00,,2014,,0,M,,13.4,,1026562.2014.3.12,,,BC,,0,,-0.6,1026562
-124.3938888888889,49.33722222222222,19,,,,30,5.2,8.2,3,,37,,,M,,QUALICUM BEACH AIRPORT,,2014-03-19 00:00:00,,2014,,0,M,,12.8,,1026562.2014.3.19,,,BC,,6.3,,2.2,1026562
-124.3938888888889,49.33722222222222,15,,,,12,5.4,8.1,3,,48,,,M,,QUALICUM BEACH AIRPORT,,2014-03-15 00:00:00,,2014,,0,M,,12.6,,1026562.2014.3.15,,,BC,,10.5,,2.7,1026562
-124.3938888888889,49.33722222222222,20,,,,0,3.9,9.7,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-20 00:00:00,,2014,,0,M,,14.1,,1026562.2014.3.20,,,BC,,0.2,,-2,1026562
-124.3938888888889,49.33722222222222,10,,,,0,6.8,10.5,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-10 00:00:00,,2014,,0,M,,11.2,,1026562.2014.3.10,,,BC,,0,,3.1,1026562
-124.3938888888889,49.33722222222222,3,,,,0,4.1,6.5,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-03 00:00:00,,2014,,0,M,,13.9,,1026562.2014.3.3,,,BC,,0.8,,1.7,1026562
-124.3938888888889,49.33722222222222,6,,,,0,8,10.4,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-06 00:00:00,,2014,,0,M,,10,,1026562.2014.3.6,,,BC,,10.5,,5.5,1026562
-124.3938888888889,49.33722222222222,14,,,,12,8.3,13.5,3,,43,,,M,,QUALICUM BEACH AIRPORT,,2014-03-14 00:00:00,,2014,,0,M,,9.7,,1026562.2014.3.14,,,BC,,4.1,,3.1,1026562
-124.3938888888889,49.33722222222222,17,,,,30,5.5,9.4,3,,48,,,M,,QUALICUM BEACH AIRPORT,,2014-03-17 00:00:00,,2014,,0,M,,12.5,,1026562.2014.3.17,,,BC,,0,,1.5,1026562
-124.3938888888889,49.33722222222222,16,,,,30,7.3,10.7,3,,63,,,M,,QUALICUM BEACH AIRPORT,,2014-03-16 00:00:00,,2014,,0,M,,10.7,,1026562.2014.3.16,,,BC,,0.9,,3.8,1026562
-124.3938888888889,49.33722222222222,13,,,,0,4,8.6,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-13 00:00:00,,2014,,0,M,,14,,1026562.2014.3.13,,,BC,,0.4,,-0.6,1026562
-124.3938888888889,49.33722222222222,22,,,,11,2.7,5.7,3,,33,,,M,,QUALICUM BEACH AIRPORT,,2014-03-22 00:00:00,,2014,,0,M,,15.3,,1026562.2014.3.22,,,BC,,0.2,,-0.4,1026562
-124.3938888888889,49.33722222222222,7,,,,0,6.9,10.9,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-07 00:00:00,,2014,,0,M,,11.1,,1026562.2014.3.7,,,BC,,0,,2.9,1026562
-124.3938888888889,49.33722222222222,8,,,,12,8.2,9.3,3,,43,,,M,,QUALICUM BEACH AIRPORT,,2014-03-08 00:00:00,,2014,,0,M,,9.8,,1026562.2014.3.8,,,BC,,17.6,,7,1026562
-124.3938888888889,49.33722222222222,18,,,,0,4.1,7.6,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-18 00:00:00,,2014,,0,M,,13.9,,1026562.2014.3.18,,,BC,,0,,0.5,1026562
-124.3938888888889,49.33722222222222,21,,,,0,4.1,8.8,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-21 00:00:00,,2014,,0,M,,13.9,,1026562.2014.3.21,,,BC,,0,,-0.7,1026562
-124.3938888888889,49.33722222222222,23,,,,0,5.4,8.6,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-23 00:00:00,,2014,,0,M,T,12.6,,1026562.2014.3.23,,,BC,,0,,2.2,1026562
-124.3938888888889,49.33722222222222,27,,,,0,7.5,10.1,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-27 00:00:00,,2014,,0,M,,10.5,,1026562.2014.3.27,,,BC,,4.2,,4.9,1026562
-124.3938888888889,49.33722222222222,26,,,,0,6.5,10.7,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-26 00:00:00,,2014,,0,M,,11.5,,1026562.2014.3.26,,,BC,,0.3,,2.2,1026562
-124.3938888888889,49.33722222222222,25,,,,12,9,12.8,3,,39,,,M,,QUALICUM BEACH AIRPORT,,2014-03-25 00:00:00,,2014,,0,M,,9,,1026562.2014.3.25,,,BC,,5.2,,5.1,1026562
-124.3938888888889,49.33722222222222,28,,,,14,6.9,9.5,3,,46,,,M,,QUALICUM BEACH AIRPORT,,2014-03-28 00:00:00,,2014,,0,M,,11.1,,1026562.2014.3.28,,,BC,,8.1,,4.3,1026562
-124.3938888888889,49.33722222222222,24,,,,16,8.1,13.6,3,,32,,,M,,QUALICUM BEACH AIRPORT,,2014-03-24 00:00:00,,2014,,0,M,,9.9,,1026562.2014.3.24,,,BC,,0,,2.6,1026562
-124.3938888888889,49.33722222222222,30,,,,0,7.8,11.6,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-30 00:00:00,,2014,,0,M,T,10.2,,1026562.2014.3.30,,,BC,,0,,3.9,1026562
-124.3938888888889,49.33722222222222,29,,,,15,8.3,10.8,3,,35,,,M,,QUALICUM BEACH AIRPORT,,2014-03-29 00:00:00,,2014,,0,M,,9.7,,1026562.2014.3.29,,,BC,,12.3,,5.7,1026562
-124.3938888888889,49.33722222222222,31,,,,0,6.5,11.5,3,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-03-31 00:00:00,,2014,,0,M,,11.5,,1026562.2014.3.31,,,BC,,0,,1.4,1026562
-124.3938888888889,49.33722222222222,18,,,,0,6.3,11.7,4,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-04-18 00:00:00,,2014,,0,M,,11.7,,1026562.2014.4.18,,,BC,,0.2,,0.8,1026562
-124.3938888888889,49.33722222222222,8,,,,25,12.3,15.5,4,,43,,,M,,QUALICUM BEACH AIRPORT,,2014-04-08 00:00:00,,2014,,0,M,,5.7,,1026562.2014.4.8,,,BC,,1.1,,9,1026562
-124.3938888888889,49.33722222222222,12,,,,0,9.7,16.3,4,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-04-12 00:00:00,,2014,,0,M,,8.3,,1026562.2014.4.12,,,BC,,0,,3,1026562
-124.3938888888889,49.33722222222222,26,,,,14,6.3,12.1,4,,32,,,M,,QUALICUM BEACH AIRPORT,,2014-04-26 00:00:00,,2014,,0,M,,11.7,,1026562.2014.4.26,,,BC,,1.5,,0.4,1026562
-124.3938888888889,49.33722222222222,11,,,,0,8.8,14.9,4,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-04-11 00:00:00,,2014,,0,M,T,9.2,,1026562.2014.4.11,,,BC,,0,,2.6,1026562
-124.3938888888889,49.33722222222222,19,,,,16,9.8,13.1,4,,41,,,M,,QUALICUM BEACH AIRPORT,,2014-04-19 00:00:00,,2014,,0,M,,8.2,,1026562.2014.4.19,,,BC,,1.2,,6.5,1026562
-124.3938888888889,49.33722222222222,23,,,,15,7.5,12,4,,46,,,M,,QUALICUM BEACH AIRPORT,,2014-04-23 00:00:00,,2014,,0,M,,10.5,,1026562.2014.4.23,,,BC,,4,,3,1026562
-124.3938888888889,49.33722222222222,24,,,,12,10.3,14.4,4,,43,,,M,,QUALICUM BEACH AIRPORT,,2014-04-24 00:00:00,,2014,,0,M,,7.7,,1026562.2014.4.24,,,BC,,5.4,,6.1,1026562
-124.3938888888889,49.33722222222222,22,,,,15,7.8,12.6,4,,33,,,M,,QUALICUM BEACH AIRPORT,,2014-04-22 00:00:00,,2014,,0,M,,10.2,,1026562.2014.4.22,,,BC,,1,,3,1026562
-124.3938888888889,49.33722222222222,5,,,,11,5.6,9.8,4,,33,,,M,,QUALICUM BEACH AIRPORT,,2014-04-05 00:00:00,,2014,,0,M,,12.4,,1026562.2014.4.5,,,BC,,1.3,,1.3,1026562
-124.3938888888889,49.33722222222222,1,,,,0,7.4,14.2,4,,0,,,M,,QUALICUM BEACH AIRPORT,,2014-04-01 00:00:00,,2014,,0,M,,10.6,,1026562.2014.4.1,,,BC,,0,,0.6,1026562
-124.3938888888889,49.33722222222222,3,,,,12,7,9.5,4,,37,,,M,,QUALICUM BEACH AIRPORT,,2014-04-03 00:00:00,,2014,,0,M,,11,,1026562.2014.4.3,,,BC,,1.6,,4.4,1026562
