x,y,STATION_NAME,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,COOLING_DEGREE_DAYS,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,SNOW_ON_GROUND,SPEED_MAX_GUST_FLAG,PROVINCE_CODE,TOTAL_PRECIPITATION_FLAG,MIN_REL_HUMIDITY,HEATING_DEGREE_DAYS_FLAG,LOCAL_YEAR,MAX_REL_HUMIDITY,HEATING_DEGREE_DAYS,MIN_TEMPERATURE,CLIMATE_IDENTIFIER,ID,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,MIN_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_RAIN,TOTAL_SNOW_FLAG,TOTAL_RAIN_FLAG,TOTAL_SNOW,LOCAL_DATE,MEAN_TEMPERATURE,MAX_REL_HUMIDITY_FLAG,MIN_REL_HUMIDITY_FLAG,MAX_TEMPERATURE,DIRECTION_MAX_GUST
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,2,,,,,BC,,84,,2023,100,4.1,12.2,1064728,1064728.2023.8.2,,,,,,,,,2023-08-02 00:00:00,13.9,,,15.7,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,3,,,,,BC,,77,,2023,100,4.3,10.5,1064728,1064728.2023.8.3,,,,,,,,,2023-08-03 00:00:00,13.7,,,16.8,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,4,,,,,BC,,65,,2023,98,1.6,12.8,1064728,1064728.2023.8.4,,,,,,,,,2023-08-04 00:00:00,16.4,,,20,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,5,,,,,BC,,70,,2023,90,0.9,14.2,1064728,1064728.2023.8.5,,,,,,,,,2023-08-05 00:00:00,17.1,,,20,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,6,,,,,BC,,78,,2023,100,1.3,13.2,1064728,1064728.2023.8.6,,,,,,,,,2023-08-06 00:00:00,16.7,,,20.3,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,81,0,8,7,,,,,BC,,90,,2023,100,3.5,13.2,1064728,1064728.2023.8.7,,,,,,,,,2023-08-07 00:00:00,14.5,,,15.9,14
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,47,0,11,6,,,,,BC,,74,,2023,100,9.7,6.5,1064728,1064728.2023.11.6,,,,,,,,,2023-11-06 00:00:00,8.3,,,10.2,27
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,53,0,11,7,,,,,BC,,69,,2023,94,10.5,5.2,1064728,1064728.2023.11.7,,,,,,,,,2023-11-07 00:00:00,7.5,,,9.9,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,78,0,11,8,,,,,BC,,78,,2023,91,8.6,7.8,1064728,1064728.2023.11.8,,,,,,,,,2023-11-08 00:00:00,9.4,,,10.9,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,90,0,11,9,,,,,BC,,80,,2023,91,8.9,7.1,1064728,1064728.2023.11.9,,,,,,,,,2023-11-09 00:00:00,9.1,,,11.1,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,106,0,11,10,,,,,BC,,74,,2023,92,10.1,5.8,1064728,1064728.2023.11.10,,,,,,,,,2023-11-10 00:00:00,7.9,,,10,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,39,0,11,11,,,,,BC,,71,,2023,95,10.6,6.2,1064728,1064728.2023.11.11,,,,,,,,,2023-11-11 00:00:00,7.4,,,8.6,19
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,41,0,11,12,,,,,BC,,62,,2023,83,11.1,5.8,1064728,1064728.2023.11.12,,,,,,,,,2023-11-12 00:00:00,6.9,,,8,12
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,34,0,11,13,,,,,BC,,63,,2023,84,10.3,6.1,1064728,1064728.2023.11.13,,,,,,,,,2023-11-13 00:00:00,7.7,,,9.3,26
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,73,0,11,14,,,,,BC,,61,,2023,92,12.1,3.5,1064728,1064728.2023.11.14,,,,,,,,,2023-11-14 00:00:00,5.9,,,8.4,15
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,54,0,11,15,,,,,BC,,76,,2023,91,13.5,2.9,1064728,1064728.2023.11.15,,,,,,,,,2023-11-15 00:00:00,4.5,,,6,12
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,1,20,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.1.20,M,,M,M,,,,,2023-01-20 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,52,0,1,21,,,,,BC,,70,,2023,94,12.9,2.8,1064728,1064728.2023.1.21,,,,,,,,,2023-01-21 00:00:00,5.1,,,7.4,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,86,0,1,22,,,,,BC,,81,,2023,92,14.1,2.9,1064728,1064728.2023.1.22,,,,,,,,,2023-01-22 00:00:00,3.9,,,5,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,78,0,1,23,,,,,BC,,86,,2023,96,11.6,4.2,1064728,1064728.2023.1.23,,,,,,,,,2023-01-23 00:00:00,6.4,,,8.6,14
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,56,0,1,24,,,,,BC,,92,,2023,99,11.1,5.8,1064728,1064728.2023.1.24,,,,,,,,,2023-01-24 00:00:00,6.9,,,8,14
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,74,0,1,25,,,,,BC,,83,,2023,100,10.2,6.9,1064728,1064728.2023.1.25,,,,,,,,,2023-01-25 00:00:00,7.8,,,8.6,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,41,0,1,26,,,,,BC,,96,,2023,100,11,6.4,1064728,1064728.2023.1.26,,,,,,,,,2023-01-26 00:00:00,7,,,7.6,14
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,1,27,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.1.27,M,,M,M,,,,,2023-01-27 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,1,28,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.1.28,M,,M,M,,,,,2023-01-28 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,31,0,1,29,,,,,BC,,39,,2023,70,16,0.8,1064728,1064728.2023.1.29,,,,,,,,,2023-01-29 00:00:00,2,,,3.2,33
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,4,30,,,,,BC,,87,,2023,96,8.3,7.8,1064728,1064728.2023.4.30,,,,,,,,,2023-04-30 00:00:00,9.7,,,11.6,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,52,0,5,1,,,,,BC,,83,,2023,98,8.3,8,1064728,1064728.2023.5.1,,,,,,,,,2023-05-01 00:00:00,9.7,,,11.5,27
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,34,0,5,2,,,,,BC,,65,,2023,96,8.3,7.5,1064728,1064728.2023.5.2,,,,,,,,,2023-05-02 00:00:00,9.7,,,11.9,27
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,40,0,5,3,,,,,BC,,70,,2023,97,8.9,6.8,1064728,1064728.2023.5.3,,,,,,,,,2023-05-03 00:00:00,9.1,,,11.5,27
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,35,0,5,4,,,,,BC,,72,,2023,93,9.3,6.5,1064728,1064728.2023.5.4,,,,,,,,,2023-05-04 00:00:00,8.7,,,10.8,28
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,5,5,,,,,BC,,70,,2023,97,9.9,7.2,1064728,1064728.2023.5.5,,,,,,,,,2023-05-05 00:00:00,8.1,,,9,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,5,6,,,,,BC,,75,,2023,90,9.9,7.1,1064728,1064728.2023.5.6,,,,,,,,,2023-05-06 00:00:00,8.1,,,9.1,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,5,7,,,,,BC,,71,,2023,91,8.3,7.3,1064728,1064728.2023.5.7,,,,,,,,,2023-05-07 00:00:00,9.7,,,12.1,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,35,0,5,8,,,,,BC,,75,,2023,96,9.8,5.9,1064728,1064728.2023.5.8,,,,,,,,,2023-05-08 00:00:00,8.2,,,10.5,27
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,5,9,,,,,BC,,61,,2023,96,8.5,6.9,1064728,1064728.2023.5.9,,,,,,,,,2023-05-09 00:00:00,9.5,,,12.2,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,73,0,8,8,,,,,BC,,91,,2023,100,4.1,12.7,1064728,1064728.2023.8.8,,,,,,,,,2023-08-08 00:00:00,13.9,,,15.1,14
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,40,0,8,9,,,,,BC,,83,,2023,98,4.5,12.2,1064728,1064728.2023.8.9,,,,,,,,,2023-08-09 00:00:00,13.5,,,14.8,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,35,0,8,10,,,,,BC,,88,,2023,100,3.8,12.5,1064728,1064728.2023.8.10,,,,,,,,,2023-08-10 00:00:00,14.2,,,15.9,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,42,0,8,11,,,,,BC,,93,,2023,100,4.3,12.6,1064728,1064728.2023.8.11,,,,,,,,,2023-08-11 00:00:00,13.7,,,14.9,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,52,0,8,12,,,,,BC,,88,,2023,98,3,13.6,1064728,1064728.2023.8.12,,,,,,,,,2023-08-12 00:00:00,15,,,16.5,14
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,47,0,8,13,,,,,BC,,88,,2023,100,3.2,13.5,1064728,1064728.2023.8.13,,,,,,,,,2023-08-13 00:00:00,14.8,,,16.2,14
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,41,0,8,14,,,,,BC,,74,,2023,100,3.3,11.9,1064728,1064728.2023.8.14,,,,,,,,,2023-08-14 00:00:00,14.7,,,17.5,14
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,41,0,8,15,,,,,BC,,77,,2023,98,2.2,14,1064728,1064728.2023.8.15,,,,,,,,,2023-08-15 00:00:00,15.8,,,17.6,14
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,16,,,,,BC,,83,,2023,100,3.5,12.5,1064728,1064728.2023.8.16,,,,,,,,,2023-08-16 00:00:00,14.5,,,16.5,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,41,0,8,17,,,,,BC,,74,,2023,96,4.3,12.7,1064728,1064728.2023.8.17,,,,,,,,,2023-08-17 00:00:00,13.7,,,14.6,28
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,88,0,11,16,,,,,BC,,78,,2023,95,10.6,5.4,1064728,1064728.2023.11.16,,,,,,,,,2023-11-16 00:00:00,7.4,,,9.4,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,88,0,11,17,,,,,BC,,85,,2023,99,8.3,8.2,1064728,1064728.2023.11.17,,,,,,,,,2023-11-17 00:00:00,9.7,,,11.2,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,79,0,11,18,,,,,BC,,72,,2023,94,9.9,7.1,1064728,1064728.2023.11.18,,,,,,,,,2023-11-18 00:00:00,8.1,,,9.1,14
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,74,0,11,19,,,,,BC,,58,,2023,94,12.2,4.4,1064728,1064728.2023.11.19,,,,,,,,,2023-11-19 00:00:00,5.8,,,7.2,28
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,113,0,11,20,,,,,BC,,76,,2023,90,11,3.9,1064728,1064728.2023.11.20,,,,,,,,,2023-11-20 00:00:00,7,,,10.1,16
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,11,21,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.11.21,M,,M,M,,,,,2023-11-21 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,11,22,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.11.22,M,,M,M,,,,,2023-11-22 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,11,23,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.11.23,M,,M,M,,,,,2023-11-23 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,11,24,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.11.24,M,,M,M,,,,,2023-11-24 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,11,25,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.11.25,M,,M,M,,,,,2023-11-25 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,53,0,1,30,,,,,BC,,67,,2023,97,16.3,0.5,1064728,1064728.2023.1.30,,,,,,,,,2023-01-30 00:00:00,1.7,,,3,12
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,1,31,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.1.31,M,,M,M,,,,,2023-01-31 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,62,0,2,1,,,,,BC,,80,,2023,93,12.3,4.7,1064728,1064728.2023.2.1,,,,,,,,,2023-02-01 00:00:00,5.7,,,6.8,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,91,0,2,2,,,,,BC,,85,,2023,99,11.8,4.6,1064728,1064728.2023.2.2,,,,,,,,,2023-02-02 00:00:00,6.2,,,7.8,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,57,0,2,3,,,,,BC,,88,,2023,100,12,5,1064728,1064728.2023.2.3,,,,,,,,,2023-02-03 00:00:00,6,,,7,14
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,74,0,2,4,,,,,BC,,81,,2023,98,11.2,5.7,1064728,1064728.2023.2.4,,,,,,,,,2023-02-04 00:00:00,6.8,,,7.9,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,2,5,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.2.5,M,,M,M,,,,,2023-02-05 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,2,6,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.2.6,M,,M,M,,,,,2023-02-06 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,2,7,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.2.7,M,,M,M,,,,,2023-02-07 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,106,0,2,8,,,,,BC,,76,,2023,92,13.2,3.9,1064728,1064728.2023.2.8,,,,,,,,,2023-02-08 00:00:00,4.8,,,5.6,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,36,0,5,10,,,,,BC,,63,,2023,88,7.7,7.6,1064728,1064728.2023.5.10,,,,,,,,,2023-05-10 00:00:00,10.3,,,13,18
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,55,0,5,11,,,,,BC,,56,,2023,81,6.9,8.9,1064728,1064728.2023.5.11,,,,,,,,,2023-05-11 00:00:00,11.1,,,13.3,16
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,79,0,5,12,,,,,BC,,51,,2023,83,6.1,9.8,1064728,1064728.2023.5.12,,,,,,,,,2023-05-12 00:00:00,11.9,,,14,12
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,55,0,5,13,,,,,BC,,84,,2023,99,7.1,9,1064728,1064728.2023.5.13,,,,,,,,,2023-05-13 00:00:00,10.9,,,12.7,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,33,0,5,14,,,,,BC,,65,,2023,99,5,8,1064728,1064728.2023.5.14,,,,,,,,,2023-05-14 00:00:00,13,,,18,32
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,38,0,5,15,,,,,BC,,58,,2023,88,1.9,11.1,1064728,1064728.2023.5.15,,,,,,,,,2023-05-15 00:00:00,16.1,,,21.1,34
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,5,16,,,,,BC,,58,,2023,98,4,9.5,1064728,1064728.2023.5.16,,,,,,,,,2023-05-16 00:00:00,14,,,18.5,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,5,17,,,,,BC,,57,,2023,100,4.7,7.9,1064728,1064728.2023.5.17,,,,,,,,,2023-05-17 00:00:00,13.3,,,18.7,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,54,0,5,18,,,,,BC,,64,,2023,95,2.8,11.9,1064728,1064728.2023.5.18,,,,,,,,,2023-05-18 00:00:00,15.2,,,18.4,20
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,46,0,5,19,,,,,BC,,70,,2023,94,5,10.7,1064728,1064728.2023.5.19,,,,,,,,,2023-05-19 00:00:00,13,,,15.3,17
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,18,,,,,BC,,77,,2023,93,3.9,12,1064728,1064728.2023.8.18,,,,,,,,,2023-08-18 00:00:00,14.1,,,16.2,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,34,0,8,19,,,,,BC,,83,,2023,100,5,11.1,1064728,1064728.2023.8.19,,,,,,,,,2023-08-19 00:00:00,13,,,15,28
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,32,0,8,20,,,,,BC,,79,,2023,93,4.1,12.2,1064728,1064728.2023.8.20,,,,,,,,,2023-08-20 00:00:00,13.9,,,15.6,27
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,56,0,8,21,,,,,BC,,61,,2023,95,1.6,13.4,1064728,1064728.2023.8.21,,,,,,,,,2023-08-21 00:00:00,16.4,,,19.4,34
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,22,,,,,BC,,84,,2023,98,4,12.8,1064728,1064728.2023.8.22,,,,,,,,,2023-08-22 00:00:00,14,,,15.1,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,23,,,,,BC,,76,,2023,92,4,12.8,1064728,1064728.2023.8.23,,,,,,,,,2023-08-23 00:00:00,14,,,15.3,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,24,,,,,BC,,78,,2023,94,3.8,12.6,1064728,1064728.2023.8.24,,,,,,,,,2023-08-24 00:00:00,14.2,,,15.9,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,40,0,8,25,,,,,BC,,77,,2023,98,2,13.2,1064728,1064728.2023.8.25,,,,,,,,,2023-08-25 00:00:00,16,,,18.8,27
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,26,,,,,BC,,79,,2023,100,2.8,12.8,1064728,1064728.2023.8.26,,,,,,,,,2023-08-26 00:00:00,15.2,,,17.7,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,27,,,,,BC,,80,,2023,100,2.3,11.9,1064728,1064728.2023.8.27,,,,,,,,,2023-08-27 00:00:00,15.7,,,19.4,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,11,26,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.11.26,M,,M,M,,,,,2023-11-26 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,51,0,11,27,,,,,BC,,81,,2023,95,10.4,6.3,1064728,1064728.2023.11.27,,,,,,,,,2023-11-27 00:00:00,7.6,,,8.9,14
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,52,0,11,28,,,,,BC,,78,,2023,100,10.3,6.4,1064728,1064728.2023.11.28,,,,,,,,,2023-11-28 00:00:00,7.7,,,9,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,63,0,11,29,,,,,BC,,65,,2023,94,10.5,5.9,1064728,1064728.2023.11.29,,,,,,,,,2023-11-29 00:00:00,7.5,,,9,15
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,67,0,11,30,,,,,BC,,69,,2023,87,10.9,6.1,1064728,1064728.2023.11.30,,,,,,,,,2023-11-30 00:00:00,7.1,,,8.1,14
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,81,0,12,1,,,,,BC,,61,,2023,89,11.7,5.1,1064728,1064728.2023.12.1,,,,,,,,,2023-12-01 00:00:00,6.3,,,7.5,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,12,2,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.12.2,M,,M,M,,,,,2023-12-02 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,105,0,2,9,,,,,BC,,82,,2023,92,12,4.6,1064728,1064728.2023.2.9,,,,,,,,,2023-02-09 00:00:00,6,,,7.4,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,53,0,2,10,,,,,BC,,59,,2023,94,12.9,4.2,1064728,1064728.2023.2.10,,,,,,,,,2023-02-10 00:00:00,5.1,,,6,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,2,11,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.2.11,M,,M,M,,,,,2023-02-11 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,2,12,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.2.12,M,,M,M,,,,,2023-02-12 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,2,13,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.2.13,M,,M,M,,,,,2023-02-13 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,57,0,2,14,,,,,BC,,64,,2023,93,16.2,0.8,1064728,1064728.2023.2.14,,,,,,,,,2023-02-14 00:00:00,1.8,,,2.7,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,99,0,2,15,,,,,BC,,80,,2023,97,15.3,1,1064728,1064728.2023.2.15,,,,,,,,,2023-02-15 00:00:00,2.7,,,4.4,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,47,0,2,16,,,,,BC,,71,,2023,97,14.9,0.9,1064728,1064728.2023.2.16,,,,,,,,,2023-02-16 00:00:00,3.1,,,5.3,14
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,69,0,2,17,,,,,BC,,76,,2023,96,13.4,2.7,1064728,1064728.2023.2.17,,,,,,,,,2023-02-17 00:00:00,4.6,,,6.4,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,66,0,2,18,,,,,BC,,70,,2023,94,13.2,3.1,1064728,1064728.2023.2.18,,,,,,,,,2023-02-18 00:00:00,4.8,,,6.5,27
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,36,0,5,20,,,,,BC,,85,,2023,100,7.9,8.4,1064728,1064728.2023.5.20,,,,,,,,,2023-05-20 00:00:00,10.1,,,11.9,26
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,42,0,5,21,,,,,BC,,80,,2023,89,8.3,8.8,1064728,1064728.2023.5.21,,,,,,,,,2023-05-21 00:00:00,9.7,,,10.6,27
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,46,0,5,22,,,,,BC,,72,,2023,89,7.8,9.1,1064728,1064728.2023.5.22,,,,,,,,,2023-05-22 00:00:00,10.2,,,11.4,27
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,43,0,5,23,,,,,BC,,75,,2023,93,7.4,9.2,1064728,1064728.2023.5.23,,,,,,,,,2023-05-23 00:00:00,10.6,,,12,27
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,32,0,5,24,,,,,BC,,78,,2023,94,6.9,9.1,1064728,1064728.2023.5.24,,,,,,,,,2023-05-24 00:00:00,11.1,,,13.1,26
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,5,25,,,,,BC,,76,,2023,100,6.6,7.9,1064728,1064728.2023.5.25,,,,,,,,,2023-05-25 00:00:00,11.4,,,14.9,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,48,0,5,26,,,,,BC,,74,,2023,99,6.6,9.4,1064728,1064728.2023.5.26,,,,,,,,,2023-05-26 00:00:00,11.4,,,13.3,28
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,36,0,5,27,,,,,BC,,68,,2023,82,7.6,9,1064728,1064728.2023.5.27,,,,,,,,,2023-05-27 00:00:00,10.4,,,11.7,28
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,53,0,5,28,,,,,BC,,73,,2023,97,7.5,8.3,1064728,1064728.2023.5.28,,,,,,,,,2023-05-28 00:00:00,10.5,,,12.6,15
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,5,29,,,,,BC,,63,,2023,82,8.3,7.7,1064728,1064728.2023.5.29,,,,,,,,,2023-05-29 00:00:00,9.7,,,11.7,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,28,,,,,BC,,73,,2023,99,0.4,14.6,1064728,1064728.2023.8.28,,,,,,,,,2023-08-28 00:00:00,17.6,,,20.6,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,29,,,,,BC,,78,,2023,96,0.8,15.5,1064728,1064728.2023.8.29,,,,,,,,,2023-08-29 00:00:00,17.2,,,19,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,8,30,,,,,BC,,89,,2023,99,2.8,14.4,1064728,1064728.2023.8.30,,,,,,,,,2023-08-30 00:00:00,15.2,,,16,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,37,0,8,31,,,,,BC,,83,,2023,100,2.8,14,1064728,1064728.2023.8.31,,,,,,,,,2023-08-31 00:00:00,15.2,,,16.3,29
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,9,1,,,,,BC,,82,,2023,100,3.5,13.4,1064728,1064728.2023.9.1,,,,,,,,,2023-09-01 00:00:00,14.5,,,15.6,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,34,0,9,2,,,,,BC,,74,,2023,90,3.2,13.1,1064728,1064728.2023.9.2,,,,,,,,,2023-09-02 00:00:00,14.8,,,16.6,28
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,35,0,9,3,,,,,BC,,69,,2023,89,4,12.5,1064728,1064728.2023.9.3,,,,,,,,,2023-09-03 00:00:00,14,,,15.5,28
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,0,9,4,,,,M,BC,,88,,2023,98,5.9,11.2,1064728,1064728.2023.9.4,,,,,,,,,2023-09-04 00:00:00,12.1,,,13,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,37,0,9,5,,,,,BC,,88,,2023,97,5.7,11.2,1064728,1064728.2023.9.5,,,,,,,,,2023-09-05 00:00:00,12.3,,,13.4,13
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,9,6,,,,,BC,,79,,2023,100,4.7,10.9,1064728,1064728.2023.9.6,,,,,,,,,2023-09-06 00:00:00,13.3,,,15.7,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,M,,,12,6,M,,,M,BC,,,M,2023,,,,1064728,1064728.2023.12.6,M,,M,M,,,,,2023-12-06 00:00:00,,M,M,,
-130.609,54.29592,LUCY ISLAND LIGHTSTATION,,,0,12,7,,,,,BC,,76,,2023,89,13.4,3.2,1064728,1064728.2023.12.7,,,,,,,,,2023-12-07 00:00:00,4.6,,,6.1,
